created_at,TextPivot,Count of Number of Records
16/3/2020,stay,1153
16/3/2020,spread,1719
16/3/2020,social,1104
16/3/2020,sick,515
16/3/2020,safe,1084
16/3/2020,risk,684
16/3/2020,response,806
16/3/2020,public,1049
16/3/2020,positive,690
16/3/2020,pandemic,1349
16/3/2020,outbreak,982
16/3/2020,information,687
16/3/2020,Health,563
16/3/2020,health,1535
16/3/2020,hands,617
16/3/2020,getting,627
16/3/2020,fight,783
16/3/2020,crisis,902
16/3/2020,confirmed,695
16/3/2020,cases,2192
16/3/2020,case,606
16/3/2020,care,944
17/3/2020,workers,974
17/3/2020,weeks,905
17/3/2020,virus,2420
17/3/2020,testing,1174
17/3/2020,tested,917
17/3/2020,test,1050
17/3/2020,Support,957
17/3/2020,support,1271
17/3/2020,stop,1202
17/3/2020,Stay,825
17/3/2020,stay,1562
17/3/2020,stand,882
17/3/2020,spread,1998
17/3/2020,social,1352
17/3/2020,safe,1444
17/3/2020,response,1069
17/3/2020,public,1178
17/3/2020,positive,1058
17/3/2020,pandemic,1961
17/3/2020,outbreak,1163
17/3/2020,medical,671
17/3/2020,lockdown,490
17/3/2020,lives,650
17/3/2020,health,1887
17/3/2020,getting,953
17/3/2020,fight,816
17/3/2020,distancing,918
17/3/2020,deaths,621
17/3/2020,crisis,1297
17/3/2020,confirmed,921
17/3/2020,cases,2563
17/3/2020,care,1223
18/3/2020,workers,913
18/3/2020,weeks,699
18/3/2020,virus,2283
18/3/2020,testing,1063
18/3/2020,tested,765
18/3/2020,test,889
18/3/2020,Support,410
18/3/2020,support,1316
18/3/2020,stop,977
18/3/2020,Stay,755
18/3/2020,stay,1404
18/3/2020,stand,478
18/3/2020,spread,1660
18/3/2020,social,1156
18/3/2020,safe,1222
18/3/2020,response,1030
18/3/2020,public,927
18/3/2020,positive,994
18/3/2020,pandemic,1882
18/3/2020,outbreak,1101
18/3/2020,medical,583
18/3/2020,lockdown,457
18/3/2020,lives,634
18/3/2020,health,1634
18/3/2020,getting,901
18/3/2020,fight,929
18/3/2020,distancing,739
18/3/2020,deaths,660
18/3/2020,crisis,1273
18/3/2020,confirmed,754
18/3/2020,cases,2319
18/3/2020,care,1222
19/3/2020,workers,1131
19/3/2020,weeks,805
19/3/2020,virus,2459
19/3/2020,testing,1092
19/3/2020,tested,918
19/3/2020,test,950
19/3/2020,Support,422
19/3/2020,support,1500
19/3/2020,stop,1246
19/3/2020,Stay,1007
19/3/2020,stay,1560
19/3/2020,stand,491
19/3/2020,spread,1856
19/3/2020,social,1337
19/3/2020,safe,1330
19/3/2020,response,1106
19/3/2020,public,1135
19/3/2020,positive,1188
19/3/2020,pandemic,2162
19/3/2020,outbreak,1253
19/3/2020,medical,793
19/3/2020,lockdown,531
19/3/2020,lives,643
19/3/2020,health,1916
19/3/2020,getting,1053
19/3/2020,fight,1123
19/3/2020,distancing,874
19/3/2020,deaths,825
19/3/2020,crisis,1569
19/3/2020,confirmed,870
19/3/2020,cases,2877
19/3/2020,care,1318
20/3/2020,workers,863
20/3/2020,weeks,531
20/3/2020,virus,1600
20/3/2020,testing,687
20/3/2020,tested,677
20/3/2020,test,603
20/3/2020,Support,342
20/3/2020,support,1183
20/3/2020,stop,866
20/3/2020,Stay,746
20/3/2020,stay,1391
20/3/2020,stand,330
20/3/2020,spread,1306
20/3/2020,social,1066
20/3/2020,safe,1062
20/3/2020,response,755
20/3/2020,public,859
20/3/2020,positive,954
20/3/2020,pandemic,1563
20/3/2020,outbreak,838
20/3/2020,medical,609
20/3/2020,lockdown,484
20/3/2020,lives,518
20/3/2020,health,1310
20/3/2020,getting,735
20/3/2020,fight,880
20/3/2020,distancing,691
20/3/2020,deaths,557
20/3/2020,crisis,1111
20/3/2020,confirmed,559
20/3/2020,cases,1890
20/3/2020,care,934
21/3/2020,workers,827
21/3/2020,weeks,621
21/3/2020,virus,1831
21/3/2020,testing,898
21/3/2020,tested,725
21/3/2020,test,843
21/3/2020,Support,4000
21/3/2020,support,1158
21/3/2020,stop,927
21/3/2020,Stay,961
21/3/2020,stay,1469
21/3/2020,stand,1137
21/3/2020,spread,1540
21/3/2020,social,1058
21/3/2020,safe,1184
21/3/2020,response,742
21/3/2020,public,784
21/3/2020,positive,954
21/3/2020,pandemic,1620
21/3/2020,outbreak,769
21/3/2020,medical,728
21/3/2020,lockdown,584
21/3/2020,lives,658
21/3/2020,health,1450
21/3/2020,getting,797
21/3/2020,fight,3892
21/3/2020,distancing,714
21/3/2020,deaths,998
21/3/2020,crisis,1124
21/3/2020,confirmed,770
21/3/2020,cases,2670
21/3/2020,care,1015
22/3/2020,workers,1404
22/3/2020,weeks,796
22/3/2020,virus,2153
22/3/2020,testing,940
22/3/2020,tested,1109
22/3/2020,test,1076
22/3/2020,Support,4376
22/3/2020,support,1131
22/3/2020,stop,1212
22/3/2020,Stay,1164
22/3/2020,stay,1964
22/3/2020,stand,4100
22/3/2020,spread,1835
22/3/2020,social,1395
22/3/2020,safe,1395
22/3/2020,response,741
22/3/2020,public,939
22/3/2020,positive,1513
22/3/2020,pandemic,1733
22/3/2020,outbreak,751
22/3/2020,medical,921
22/3/2020,lockdown,1003
22/3/2020,lives,1113
22/3/2020,health,1856
22/3/2020,getting,944
22/3/2020,fight,1846
22/3/2020,distancing,1018
22/3/2020,deaths,1008
22/3/2020,crisis,1275
22/3/2020,confirmed,913
22/3/2020,cases,3187
22/3/2020,care,1503
23/3/2020,workers,1739
23/3/2020,weeks,1155
23/3/2020,virus,2657
23/3/2020,testing,1162
23/3/2020,tested,1014
23/3/2020,test,1118
23/3/2020,Support,2170
23/3/2020,support,2001
23/3/2020,stop,1543
23/3/2020,Stay,1701
23/3/2020,stay,3087
23/3/2020,stand,2141
23/3/2020,spread,2625
23/3/2020,social,1929
23/3/2020,safe,1899
23/3/2020,response,1230
23/3/2020,public,1398
23/3/2020,positive,1477
23/3/2020,pandemic,3157
23/3/2020,outbreak,1246
23/3/2020,medical,1200
23/3/2020,lockdown,1842
23/3/2020,lives,1342
23/3/2020,health,2431
23/3/2020,getting,1259
23/3/2020,fight,1661
23/3/2020,distancing,1349
23/3/2020,deaths,1231
23/3/2020,crisis,2597
23/3/2020,confirmed,1067
23/3/2020,cases,3772
23/3/2020,care,1828
24/3/2020,workers,1399
24/3/2020,weeks,888
24/3/2020,virus,2219
24/3/2020,testing,936
24/3/2020,tested,735
24/3/2020,test,857
24/3/2020,Support,696
24/3/2020,support,1786
24/3/2020,stop,1263
24/3/2020,Stay,1292
24/3/2020,stay,2373
24/3/2020,stand,784
24/3/2020,spread,2209
24/3/2020,social,1361
24/3/2020,safe,1535
24/3/2020,response,915
24/3/2020,public,1069
24/3/2020,positive,1064
24/3/2020,pandemic,2579
24/3/2020,outbreak,1022
24/3/2020,medical,1059
24/3/2020,lockdown,1724
24/3/2020,lives,1233
24/3/2020,health,1910
24/3/2020,getting,985
24/3/2020,fight,1397
24/3/2020,distancing,902
24/3/2020,deaths,973
24/3/2020,crisis,1824
24/3/2020,confirmed,866
24/3/2020,cases,3307
24/3/2020,care,1526
17/3/2020,workers,649
17/3/2020,virus,1792
17/3/2020,testing,867
17/3/2020,tested,657
17/3/2020,test,790
17/3/2020,Support,752
17/3/2020,support,935
17/3/2020,stop,832
17/3/2020,Stay,632
17/3/2020,stay,1151
17/3/2020,stand,700
17/3/2020,spread,1452
17/3/2020,social,995
17/3/2020,safe,1016
17/3/2020,risk,630
17/3/2020,response,810
17/3/2020,public,892
17/3/2020,positive,758
17/3/2020,pandemic,1400
17/3/2020,outbreak,861
17/3/2020,medical,451
17/3/2020,lockdown,397
17/3/2020,lives,434
17/3/2020,health,1313
17/3/2020,getting,590
17/3/2020,fight,608
17/3/2020,distancing,633
17/3/2020,deaths,535
17/3/2020,crisis,880
17/3/2020,confirmed,608
17/3/2020,cases,1757
17/3/2020,care,853
18/3/2020,workers,1142
18/3/2020,virus,2637
18/3/2020,testing,1187
18/3/2020,tested,899
18/3/2020,test,973
18/3/2020,Support,443
18/3/2020,support,1634
18/3/2020,stop,1283
18/3/2020,Stay,897
18/3/2020,stay,1562
18/3/2020,stand,478
18/3/2020,spread,2085
18/3/2020,social,1391
18/3/2020,safe,1410
18/3/2020,risk,847
18/3/2020,response,1322
18/3/2020,public,1163
18/3/2020,positive,1222
18/3/2020,pandemic,2290
18/3/2020,outbreak,1346
18/3/2020,medical,691
18/3/2020,lockdown,568
18/3/2020,lives,716
18/3/2020,health,2007
18/3/2020,getting,1067
18/3/2020,fight,1092
18/3/2020,distancing,884
18/3/2020,deaths,742
18/3/2020,crisis,1546
18/3/2020,confirmed,956
18/3/2020,cases,2920
18/3/2020,care,1339
19/3/2020,workers,682
19/3/2020,virus,1522
19/3/2020,testing,620
19/3/2020,tested,506
19/3/2020,test,514
19/3/2020,Support,258
19/3/2020,support,911
19/3/2020,stop,756
19/3/2020,Stay,600
19/3/2020,stay,973
19/3/2020,stand,287
19/3/2020,spread,1154
19/3/2020,social,831
19/3/2020,safe,871
19/3/2020,risk,469
19/3/2020,response,683
19/3/2020,public,712
19/3/2020,positive,759
19/3/2020,pandemic,1391
19/3/2020,outbreak,764
19/3/2020,medical,493
19/3/2020,lockdown,328
19/3/2020,lives,445
19/3/2020,health,1209
19/3/2020,getting,671
19/3/2020,fight,716
19/3/2020,distancing,532
19/3/2020,deaths,590
19/3/2020,crisis,1032
19/3/2020,confirmed,562
19/3/2020,cases,1791
19/3/2020,care,816
20/3/2020,workers,1664
20/3/2020,virus,2744
20/3/2020,testing,1377
20/3/2020,tested,1181
20/3/2020,test,1194
20/3/2020,Support,637
20/3/2020,support,2220
20/3/2020,stop,1713
20/3/2020,Stay,1426
20/3/2020,stay,2468
20/3/2020,stand,613
20/3/2020,spread,2562
20/3/2020,social,1972
20/3/2020,safe,1851
20/3/2020,risk,1014
20/3/2020,response,1522
20/3/2020,public,1567
20/3/2020,positive,1638
20/3/2020,pandemic,3012
20/3/2020,outbreak,1648
20/3/2020,medical,1028
20/3/2020,lockdown,833
20/3/2020,lives,1000
20/3/2020,health,2550
20/3/2020,getting,1308
20/3/2020,fight,1679
20/3/2020,distancing,1257
20/3/2020,deaths,1114
20/3/2020,crisis,2173
20/3/2020,confirmed,1105
20/3/2020,cases,3705
20/3/2020,care,1797
21/3/2020,workers,578
21/3/2020,virus,1342
21/3/2020,testing,646
21/3/2020,tested,529
21/3/2020,test,625
21/3/2020,Support,4340
21/3/2020,support,879
21/3/2020,stop,801
21/3/2020,Stay,766
21/3/2020,stay,1147
21/3/2020,stand,566
21/3/2020,spread,1128
21/3/2020,social,848
21/3/2020,safe,907
21/3/2020,risk,432
21/3/2020,response,543
21/3/2020,public,578
21/3/2020,positive,756
21/3/2020,pandemic,1240
21/3/2020,outbreak,534
21/3/2020,medical,564
21/3/2020,lockdown,461
21/3/2020,lives,522
21/3/2020,health,1075
21/3/2020,getting,539
21/3/2020,fight,4628
21/3/2020,distancing,553
21/3/2020,deaths,608
21/3/2020,crisis,783
21/3/2020,confirmed,562
21/3/2020,cases,2049
21/3/2020,care,735
22/3/2020,workers,1868
22/3/2020,virus,2941
22/3/2020,testing,1345
22/3/2020,tested,1403
22/3/2020,test,1289
22/3/2020,Support,5895
22/3/2020,support,1463
22/3/2020,stop,1632
22/3/2020,Stay,1582
22/3/2020,stay,2708
22/3/2020,stand,5629
22/3/2020,spread,2475
22/3/2020,social,1911
22/3/2020,safe,1733
22/3/2020,risk,972
22/3/2020,response,1004
22/3/2020,public,1227
22/3/2020,positive,1805
22/3/2020,pandemic,2400
22/3/2020,outbreak,951
22/3/2020,medical,1303
22/3/2020,lockdown,1340
22/3/2020,lives,1544
22/3/2020,health,2326
22/3/2020,getting,1165
22/3/2020,fight,2182
22/3/2020,distancing,1395
22/3/2020,deaths,1265
22/3/2020,crisis,1707
22/3/2020,confirmed,1151
22/3/2020,cases,3952
22/3/2020,care,1941
23/3/2020,workers,923
23/3/2020,virus,1475
23/3/2020,testing,608
23/3/2020,tested,537
23/3/2020,test,612
23/3/2020,Support,1363
23/3/2020,support,988
23/3/2020,stop,844
23/3/2020,Stay,983
23/3/2020,stay,1727
23/3/2020,stand,1325
23/3/2020,spread,1270
23/3/2020,social,1090
23/3/2020,safe,1070
23/3/2020,risk,558
23/3/2020,response,653
23/3/2020,public,766
23/3/2020,positive,743
23/3/2020,pandemic,1697
23/3/2020,outbreak,727
23/3/2020,medical,635
23/3/2020,lockdown,938
23/3/2020,lives,665
23/3/2020,health,1266
23/3/2020,getting,690
23/3/2020,fight,873
23/3/2020,distancing,791
23/3/2020,deaths,602
23/3/2020,crisis,1450
23/3/2020,confirmed,557
23/3/2020,cases,2041
23/3/2020,care,946
24/3/2020,workers,2161
24/3/2020,virus,2958
24/3/2020,testing,1336
24/3/2020,tested,1111
24/3/2020,test,1169
24/3/2020,Support,724
24/3/2020,support,2827
24/3/2020,stop,1817
24/3/2020,Stay,1722
24/3/2020,stay,3219
24/3/2020,stand,827
24/3/2020,spread,3280
24/3/2020,social,1830
24/3/2020,safe,2289
24/3/2020,risk,1959
24/3/2020,response,1507
24/3/2020,public,1552
24/3/2020,positive,1579
24/3/2020,pandemic,3531
24/3/2020,outbreak,1451
24/3/2020,medical,1520
24/3/2020,lockdown,1955
24/3/2020,lives,1669
24/3/2020,health,3159
24/3/2020,getting,1452
24/3/2020,fight,1843
24/3/2020,distancing,1262
24/3/2020,deaths,1527
24/3/2020,crisis,2782
24/3/2020,confirmed,1224
24/3/2020,cases,5143
24/3/2020,care,2461
17/3/2020,workers,1107
17/3/2020,virus,2908
17/3/2020,testing,1413
17/3/2020,tested,1116
17/3/2020,test,1234
17/3/2020,Support,1146
17/3/2020,support,1492
17/3/2020,stop,1302
17/3/2020,Stay,976
17/3/2020,stay,1768
17/3/2020,stand,1075
17/3/2020,spread,2354
17/3/2020,social,1541
17/3/2020,safe,1643
17/3/2020,risk,959
17/3/2020,response,1198
17/3/2020,public,1331
17/3/2020,positive,1286
17/3/2020,pandemic,2276
17/3/2020,outbreak,1332
17/3/2020,medical,798
17/3/2020,lockdown,572
17/3/2020,lives,794
17/3/2020,health,2270
17/3/2020,getting,1097
17/3/2020,fight,905
17/3/2020,distancing,976
17/3/2020,deaths,787
17/3/2020,crisis,1468
17/3/2020,confirmed,946
17/3/2020,cases,2797
17/3/2020,care,1437
18/3/2020,workers,1066
18/3/2020,virus,2648
18/3/2020,testing,1207
18/3/2020,tested,871
18/3/2020,test,985
18/3/2020,Support,516
18/3/2020,support,1556
18/3/2020,stop,1248
18/3/2020,Stay,851
18/3/2020,stay,1648
18/3/2020,stand,554
18/3/2020,spread,2019
18/3/2020,social,1392
18/3/2020,safe,1421
18/3/2020,risk,881
18/3/2020,response,1376
18/3/2020,public,1141
18/3/2020,positive,1171
18/3/2020,pandemic,2313
18/3/2020,outbreak,1307
18/3/2020,medical,739
18/3/2020,lockdown,498
18/3/2020,lives,773
18/3/2020,health,1933
18/3/2020,getting,1058
18/3/2020,fight,1107
18/3/2020,distancing,867
18/3/2020,deaths,796
18/3/2020,crisis,1459
18/3/2020,confirmed,891
18/3/2020,cases,2756
18/3/2020,care,1467
19/3/2020,workers,1105
19/3/2020,virus,2481
19/3/2020,testing,1098
19/3/2020,tested,911
19/3/2020,test,937
19/3/2020,Support,382
19/3/2020,support,1369
19/3/2020,stop,1189
19/3/2020,Stay,970
19/3/2020,stay,1624
19/3/2020,stand,458
19/3/2020,spread,1872
19/3/2020,social,1338
19/3/2020,safe,1358
19/3/2020,risk,757
19/3/2020,response,1039
19/3/2020,public,1088
19/3/2020,positive,1307
19/3/2020,pandemic,2108
19/3/2020,outbreak,1237
19/3/2020,medical,775
19/3/2020,lockdown,493
19/3/2020,lives,725
19/3/2020,health,1775
19/3/2020,getting,1102
19/3/2020,fight,1149
19/3/2020,distancing,889
19/3/2020,deaths,789
19/3/2020,crisis,1422
19/3/2020,confirmed,877
19/3/2020,cases,2877
19/3/2020,care,1320
20/3/2020,workers,1216
20/3/2020,virus,2043
20/3/2020,testing,997
20/3/2020,tested,877
20/3/2020,test,816
20/3/2020,Support,494
20/3/2020,support,1509
20/3/2020,stop,1163
20/3/2020,Stay,961
20/3/2020,stay,1782
20/3/2020,stand,462
20/3/2020,spread,1753
20/3/2020,social,1321
20/3/2020,safe,1326
20/3/2020,risk,688
20/3/2020,response,1076
20/3/2020,public,1104
20/3/2020,positive,1130
20/3/2020,pandemic,2172
20/3/2020,outbreak,1127
20/3/2020,medical,772
20/3/2020,lockdown,587
20/3/2020,lives,756
20/3/2020,health,1683
20/3/2020,getting,997
20/3/2020,fight,1174
20/3/2020,distancing,863
20/3/2020,deaths,740
20/3/2020,crisis,1643
20/3/2020,confirmed,730
20/3/2020,cases,2543
20/3/2020,care,1312
21/3/2020,workers,899
21/3/2020,virus,1949
21/3/2020,testing,885
21/3/2020,tested,725
21/3/2020,test,900
21/3/2020,Support,4134
21/3/2020,support,1190
21/3/2020,stop,1005
21/3/2020,Stay,1039
21/3/2020,stay,1552
21/3/2020,stand,1436
21/3/2020,spread,1565
21/3/2020,social,1147
21/3/2020,safe,1209
21/3/2020,risk,635
21/3/2020,response,750
21/3/2020,public,828
21/3/2020,positive,904
21/3/2020,pandemic,1695
21/3/2020,outbreak,740
21/3/2020,medical,762
21/3/2020,lockdown,605
21/3/2020,lives,709
21/3/2020,health,1412
21/3/2020,getting,767
21/3/2020,fight,3723
21/3/2020,distancing,798
21/3/2020,deaths,929
21/3/2020,crisis,1162
21/3/2020,confirmed,744
21/3/2020,cases,2699
21/3/2020,care,1077
22/3/2020,workers,1089
22/3/2020,virus,1510
22/3/2020,testing,710
22/3/2020,tested,877
22/3/2020,test,829
22/3/2020,Support,2971
22/3/2020,support,763
22/3/2020,stop,826
22/3/2020,Stay,871
22/3/2020,stay,1473
22/3/2020,stand,2685
22/3/2020,spread,1270
22/3/2020,social,959
22/3/2020,safe,948
22/3/2020,risk,495
22/3/2020,response,584
22/3/2020,public,644
22/3/2020,positive,1135
22/3/2020,pandemic,1260
22/3/2020,outbreak,514
22/3/2020,medical,662
22/3/2020,lockdown,657
22/3/2020,lives,839
22/3/2020,health,1379
22/3/2020,getting,728
22/3/2020,fight,1276
22/3/2020,distancing,734
22/3/2020,deaths,608
22/3/2020,crisis,973
22/3/2020,confirmed,591
22/3/2020,cases,2116
22/3/2020,care,1150
23/3/2020,workers,1643
23/3/2020,virus,2536
23/3/2020,testing,1109
23/3/2020,tested,988
23/3/2020,test,1044
23/3/2020,Support,1954
23/3/2020,support,1833
23/3/2020,stop,1445
23/3/2020,Stay,1496
23/3/2020,stay,2679
23/3/2020,stand,1947
23/3/2020,spread,2578
23/3/2020,social,1740
23/3/2020,safe,1686
23/3/2020,risk,945
23/3/2020,response,1135
23/3/2020,public,1372
23/3/2020,positive,1348
23/3/2020,pandemic,2853
23/3/2020,outbreak,1138
23/3/2020,medical,1266
23/3/2020,lockdown,1568
23/3/2020,lives,1188
23/3/2020,health,2364
23/3/2020,getting,1185
23/3/2020,fight,1532
23/3/2020,distancing,1196
23/3/2020,deaths,1103
23/3/2020,crisis,2391
23/3/2020,confirmed,972
23/3/2020,cases,3593
23/3/2020,care,1822
24/3/2020,workers,1257
24/3/2020,virus,1868
24/3/2020,testing,737
24/3/2020,tested,647
24/3/2020,test,688
24/3/2020,Support,515
24/3/2020,support,1438
24/3/2020,stop,1009
24/3/2020,Stay,1089
24/3/2020,stay,1831
24/3/2020,stand,586
24/3/2020,spread,1788
24/3/2020,social,1045
24/3/2020,safe,1251
24/3/2020,risk,842
24/3/2020,response,698
24/3/2020,public,855
24/3/2020,positive,939
24/3/2020,pandemic,2050
24/3/2020,outbreak,885
24/3/2020,medical,858
24/3/2020,lockdown,1492
24/3/2020,lives,1020
24/3/2020,health,1579
24/3/2020,getting,796
24/3/2020,fight,1229
24/3/2020,distancing,703
24/3/2020,deaths,773
24/3/2020,crisis,1541
24/3/2020,confirmed,744
24/3/2020,cases,2755
24/3/2020,care,1286
17/3/2020,workers,760
17/3/2020,virus,1885
17/3/2020,testing,898
17/3/2020,tested,762
17/3/2020,test,812
17/3/2020,Support,717
17/3/2020,support,1148
17/3/2020,stop,865
17/3/2020,Stay,660
17/3/2020,stay,1160
17/3/2020,stand,698
17/3/2020,staff,691
17/3/2020,spread,1498
17/3/2020,social,1137
17/3/2020,safe,1068
17/3/2020,risk,633
17/3/2020,response,1023
17/3/2020,public,950
17/3/2020,positive,846
17/3/2020,pandemic,1617
17/3/2020,outbreak,957
17/3/2020,medical,550
17/3/2020,lives,512
17/3/2020,information,621
17/3/2020,health,1468
17/3/2020,getting,760
17/3/2020,fight,628
17/3/2020,distancing,704
17/3/2020,deaths,569
17/3/2020,crisis,1067
17/3/2020,confirmed,657
17/3/2020,cases,1915
17/3/2020,care,1002
18/3/2020,workers,661
18/3/2020,virus,1913
18/3/2020,testing,783
18/3/2020,tested,668
18/3/2020,test,680
18/3/2020,Support,312
18/3/2020,support,1011
18/3/2020,stop,859
18/3/2020,Stay,639
18/3/2020,stay,1021
18/3/2020,stand,353
18/3/2020,staff,602
18/3/2020,spread,1352
18/3/2020,social,927
18/3/2020,safe,993
18/3/2020,risk,633
18/3/2020,response,1041
18/3/2020,public,771
18/3/2020,positive,752
18/3/2020,pandemic,1624
18/3/2020,outbreak,909
18/3/2020,medical,552
18/3/2020,lives,456
18/3/2020,information,619
18/3/2020,health,1263
18/3/2020,getting,730
18/3/2020,fight,798
18/3/2020,distancing,617
18/3/2020,deaths,543
18/3/2020,crisis,1005
18/3/2020,confirmed,594
18/3/2020,cases,1881
18/3/2020,care,905
19/3/2020,workers,956
19/3/2020,virus,2224
19/3/2020,testing,924
19/3/2020,tested,794
19/3/2020,test,802
19/3/2020,Support,307
19/3/2020,support,1297
19/3/2020,stop,1083
19/3/2020,Stay,942
19/3/2020,stay,1497
19/3/2020,stand,384
19/3/2020,staff,747
19/3/2020,spread,1587
19/3/2020,social,1238
19/3/2020,safe,1302
19/3/2020,risk,681
19/3/2020,response,946
19/3/2020,public,984
19/3/2020,positive,1027
19/3/2020,pandemic,2024
19/3/2020,outbreak,1134
19/3/2020,medical,694
19/3/2020,lives,662
19/3/2020,information,802
19/3/2020,health,1756
19/3/2020,getting,922
19/3/2020,fight,1041
19/3/2020,distancing,806
19/3/2020,deaths,845
19/3/2020,crisis,1285
19/3/2020,confirmed,819
19/3/2020,cases,2633
19/3/2020,care,1173
20/3/2020,workers,907
20/3/2020,virus,1392
20/3/2020,testing,794
20/3/2020,tested,567
20/3/2020,test,607
20/3/2020,Support,331
20/3/2020,support,1160
20/3/2020,stop,796
20/3/2020,Stay,665
20/3/2020,stay,1275
20/3/2020,stand,309
20/3/2020,staff,612
20/3/2020,spread,1299
20/3/2020,social,1018
20/3/2020,safe,954
20/3/2020,risk,552
20/3/2020,response,840
20/3/2020,public,791
20/3/2020,positive,794
20/3/2020,pandemic,1593
20/3/2020,outbreak,720
20/3/2020,medical,602
20/3/2020,lives,536
20/3/2020,information,687
20/3/2020,health,1355
20/3/2020,getting,753
20/3/2020,fight,790
20/3/2020,distancing,666
20/3/2020,deaths,724
20/3/2020,crisis,1377
20/3/2020,confirmed,590
20/3/2020,cases,1901
20/3/2020,care,964
21/3/2020,workers,920
21/3/2020,virus,1711
21/3/2020,testing,843
21/3/2020,tested,759
21/3/2020,test,995
21/3/2020,Support,2967
21/3/2020,support,1130
21/3/2020,stop,936
21/3/2020,Stay,965
21/3/2020,stay,1390
21/3/2020,stand,1090
21/3/2020,staff,619
21/3/2020,spread,1632
21/3/2020,social,1133
21/3/2020,safe,1119
21/3/2020,risk,617
21/3/2020,response,785
21/3/2020,public,734
21/3/2020,positive,921
21/3/2020,pandemic,1707
21/3/2020,outbreak,682
21/3/2020,medical,782
21/3/2020,lives,679
21/3/2020,information,738
21/3/2020,health,1511
21/3/2020,getting,768
21/3/2020,fight,2769
21/3/2020,distancing,806
21/3/2020,deaths,1038
21/3/2020,crisis,1165
21/3/2020,confirmed,844
21/3/2020,cases,2794
21/3/2020,care,1049
22/3/2020,workers,552
22/3/2020,virus,1085
22/3/2020,testing,416
22/3/2020,tested,412
22/3/2020,test,419
22/3/2020,Support,2007
22/3/2020,support,533
22/3/2020,stop,574
22/3/2020,Stay,623
22/3/2020,stay,947
22/3/2020,stand,1841
22/3/2020,staff,350
22/3/2020,spread,938
22/3/2020,social,676
22/3/2020,safe,676
22/3/2020,risk,350
22/3/2020,response,349
22/3/2020,public,446
22/3/2020,positive,554
22/3/2020,pandemic,787
22/3/2020,outbreak,394
22/3/2020,medical,441
22/3/2020,lives,484
22/3/2020,information,250
22/3/2020,health,870
22/3/2020,getting,407
22/3/2020,fight,899
22/3/2020,distancing,475
22/3/2020,deaths,407
22/3/2020,crisis,640
22/3/2020,confirmed,387
22/3/2020,cases,1407
22/3/2020,care,603
23/3/2020,workers,821
23/3/2020,virus,1201
23/3/2020,testing,572
23/3/2020,tested,499
23/3/2020,test,497
23/3/2020,Support,967
23/3/2020,support,821
23/3/2020,stop,701
23/3/2020,Stay,723
23/3/2020,stay,1311
23/3/2020,stand,959
23/3/2020,staff,591
23/3/2020,spread,1256
23/3/2020,social,884
23/3/2020,safe,873
23/3/2020,risk,464
23/3/2020,response,552
23/3/2020,public,572
23/3/2020,positive,710
23/3/2020,pandemic,1326
23/3/2020,outbreak,583
23/3/2020,medical,549
23/3/2020,lives,581
23/3/2020,information,438
23/3/2020,health,1058
23/3/2020,getting,556
23/3/2020,fight,727
23/3/2020,distancing,621
23/3/2020,deaths,564
23/3/2020,crisis,1118
23/3/2020,confirmed,504
23/3/2020,cases,1866
23/3/2020,care,860
24/3/2020,workers,764
24/3/2020,virus,1264
24/3/2020,testing,450
24/3/2020,tested,368
24/3/2020,test,453
24/3/2020,Support,378
24/3/2020,support,906
24/3/2020,stop,688
24/3/2020,Stay,726
24/3/2020,stay,1266
24/3/2020,stand,429
24/3/2020,staff,352
24/3/2020,spread,1053
24/3/2020,social,664
24/3/2020,safe,786
24/3/2020,risk,485
24/3/2020,response,477
24/3/2020,public,547
24/3/2020,positive,535
24/3/2020,pandemic,1323
24/3/2020,outbreak,541
24/3/2020,medical,583
24/3/2020,lives,680
24/3/2020,information,380
24/3/2020,health,1014
24/3/2020,getting,482
24/3/2020,fight,780
24/3/2020,distancing,502
24/3/2020,deaths,492
24/3/2020,crisis,946
24/3/2020,confirmed,436
24/3/2020,cases,1752
24/3/2020,care,798
25/3/2020,#CoronavirusLockdown,5696
25/3/2020,#StayHome,4637
25/3/2020,care,4247
25/3/2020,cases,12635
25/3/2020,confirmed,2733
25/3/2020,crisis,7609
25/3/2020,deaths,3372
25/3/2020,die,5304
25/3/2020,feel,4735
25/3/2020,fight,4100
25/3/2020,getting,2850
25/3/2020,health,6347
25/3/2020,hospital,2540
25/3/2020,life,2803
25/3/2020,lives,3168
25/3/2020,lockdown,3589
25/3/2020,medical,3095
25/3/2020,number,2384
25/3/2020,outbreak,3259
25/3/2020,pandemic,7610
25/3/2020,patients,3071
25/3/2020,positive,5590
25/3/2020,public,3344
25/3/2020,response,2970
25/3/2020,risk,5629
25/3/2020,safe,4339
25/3/2020,social,4524
25/3/2020,spread,8705
25/3/2020,staff,2624
25/3/2020,Stay,3505
25/3/2020,stay,5990
25/3/2020,stop,3404
25/3/2020,support,5179
25/3/2020,symptoms,5030
25/3/2020,test,3645
25/3/2020,tested,3578
25/3/2020,testing,3084
25/3/2020,total,2797
25/3/2020,virus,8570
25/3/2020,workers,4058
26/3/2020,#CoronavirusLockdown,2318
26/3/2020,#StayHome,3366
26/3/2020,care,4116
26/3/2020,cases,11212
26/3/2020,confirmed,2872
26/3/2020,crisis,7040
26/3/2020,deaths,3367
26/3/2020,die,4147
