created_at,TextPivot,Number of Records
24/04/2020,pay,613
24/04/2020,pandemic,359
24/04/2020,package,44
24/04/2020,open,150
24/04/2020,new,299
24/04/2020,needed,53
24/04/2020,money,912
24/04/2020,million,136
24/04/2020,lost,117
24/04/2020,lockdown,120
24/04/2020,lives,173
24/04/2020,latest,130
24/04/2020,jobs,313
24/04/2020,income,186
24/04/2020,impact,146
24/04/2020,home,142
24/04/2020,help,497
24/04/2020,health,175
24/04/2020,government,165
24/04/2020,good,111
24/04/2020,global,93
24/04/2020,economy,861
24/04/2020,economic,113
24/04/2020,debt,75
24/04/2020,crisis,281
24/04/2020,country,205
24/04/2020,China,91
24/04/2020,care,140
24/04/2020,businesses,337
24/04/2020,business,1143
24/04/2020,#economy,192
24/04/2020,#business,156
24/04/2020,@realDonaldTrump,160
25/04/2020,world,97
25/04/2020,working,111
25/04/2020,workers,113
25/04/2020,work,155
25/04/2020,virus,83
25/04/2020,US,90
25/04/2020,Trump,89
25/04/2020,today,75
25/04/2020,time,226
25/04/2020,support,209
25/04/2020,small,105
25/04/2020,save,100
25/04/2020,right,84
25/04/2020,response,101
25/04/2020,rent,69
25/04/2020,public,63
25/04/2020,paying,206
25/04/2020,pay,478
25/04/2020,pandemic,150
25/04/2020,package,39
25/04/2020,open,89
25/04/2020,new,188
25/04/2020,needed,49
25/04/2020,money,609
25/04/2020,million,82
25/04/2020,lost,68
25/04/2020,lockdown,70
25/04/2020,lives,135
25/04/2020,latest,51
25/04/2020,jobs,173
25/04/2020,income,75
25/04/2020,impact,65
25/04/2020,home,74
25/04/2020,help,295
25/04/2020,health,100
25/04/2020,government,101
25/04/2020,good,79
25/04/2020,global,42
25/04/2020,economy,461
25/04/2020,economic,66
25/04/2020,debt,54
25/04/2020,crisis,125
25/04/2020,country,143
25/04/2020,China,73
25/04/2020,care,67
25/04/2020,businesses,129
25/04/2020,business,533
25/04/2020,#economy,117
25/04/2020,#business,102
25/04/2020,@realDonaldTrump,97
26/04/2020,world,71
26/04/2020,working,39
26/04/2020,workers,87
26/04/2020,work,84
26/04/2020,virus,47
26/04/2020,US,57
26/04/2020,Trump,37
26/04/2020,today,24
26/04/2020,time,126
26/04/2020,support,100
26/04/2020,small,56
26/04/2020,save,67
26/04/2020,right,47
26/04/2020,response,67
26/04/2020,rent,31
26/04/2020,public,27
26/04/2020,paying,89
26/04/2020,pay,257
26/04/2020,pandemic,153
26/04/2020,package,13
26/04/2020,open,54
26/04/2020,new,84
26/04/2020,needed,10
26/04/2020,money,428
26/04/2020,million,24
26/04/2020,lost,70
26/04/2020,lockdown,62
26/04/2020,lives,72
26/04/2020,latest,32
26/04/2020,jobs,148
26/04/2020,income,55
26/04/2020,impact,40
26/04/2020,home,107
26/04/2020,help,234
26/04/2020,health,77
26/04/2020,government,61
26/04/2020,good,29
26/04/2020,global,32
26/04/2020,economy,301
26/04/2020,economic,42
26/04/2020,debt,8
26/04/2020,crisis,78
26/04/2020,country,74
26/04/2020,China,54
26/04/2020,care,41
26/04/2020,businesses,47
26/04/2020,business,346
26/04/2020,#economy,96
26/04/2020,#business,68
26/04/2020,@realDonaldTrump,80
27/04/2020,world,233
27/04/2020,working,180
27/04/2020,workers,299
27/04/2020,work,328
27/04/2020,virus,145
27/04/2020,US,139
27/04/2020,Trump,143
27/04/2020,today,179
27/04/2020,time,445
27/04/2020,support,472
27/04/2020,small,328
27/04/2020,save,128
27/04/2020,right,156
27/04/2020,response,173
27/04/2020,rent,145
27/04/2020,public,131
27/04/2020,paying,231
27/04/2020,pay,804
27/04/2020,pandemic,484
27/04/2020,package,40
27/04/2020,open,213
27/04/2020,new,395
27/04/2020,needed,59
27/04/2020,money,1182
27/04/2020,million,124
27/04/2020,lost,170
27/04/2020,lockdown,360
27/04/2020,lives,228
27/04/2020,latest,139
27/04/2020,jobs,369
27/04/2020,income,268
27/04/2020,impact,181
27/04/2020,home,225
27/04/2020,help,675
27/04/2020,health,255
27/04/2020,government,316
27/04/2020,good,128
27/04/2020,global,111
27/04/2020,economy,1221
27/04/2020,economic,184
27/04/2020,debt,48
27/04/2020,crisis,299
27/04/2020,country,218
27/04/2020,China,120
27/04/2020,care,189
27/04/2020,businesses,385
27/04/2020,business,1801
27/04/2020,#economy,298
27/04/2020,#business,209
27/04/2020,@realDonaldTrump,232
28/04/2020,world,185
28/04/2020,working,141
28/04/2020,workers,534
28/04/2020,work,345
28/04/2020,virus,118
28/04/2020,US,132
28/04/2020,Trump,109
28/04/2020,today,251
28/04/2020,time,383
28/04/2020,support,388
28/04/2020,small,259
28/04/2020,save,147
28/04/2020,right,157
28/04/2020,response,155
28/04/2020,rent,142
28/04/2020,public,107
28/04/2020,paying,242
28/04/2020,pay,939
28/04/2020,pandemic,620
28/04/2020,package,59
28/04/2020,open,224
28/04/2020,new,283
28/04/2020,needed,77
28/04/2020,money,1189
28/04/2020,million,162
28/04/2020,lost,386
28/04/2020,lockdown,308
28/04/2020,lives,388
28/04/2020,latest,161
28/04/2020,jobs,462
28/04/2020,income,246
28/04/2020,impact,183
28/04/2020,home,183
28/04/2020,help,566
28/04/2020,health,216
28/04/2020,government,181
28/04/2020,good,149
28/04/2020,global,144
28/04/2020,economy,1163
28/04/2020,economic,167
28/04/2020,debt,58
28/04/2020,crisis,282
28/04/2020,country,181
28/04/2020,China,89
28/04/2020,care,199
28/04/2020,businesses,328
28/04/2020,business,1627
28/04/2020,#economy,231
28/04/2020,#business,240
28/04/2020,@realDonaldTrump,185
29/04/2020,world,188
29/04/2020,working,108
29/04/2020,workers,208
29/04/2020,work,260
29/04/2020,virus,103
29/04/2020,US,145
29/04/2020,Trump,89
29/04/2020,today,120
29/04/2020,time,339
29/04/2020,support,339
29/04/2020,small,194
29/04/2020,save,82
29/04/2020,right,146
29/04/2020,response,110
29/04/2020,rent,140
29/04/2020,public,74
29/04/2020,paying,197
29/04/2020,pay,534
29/04/2020,pandemic,368
29/04/2020,package,25
29/04/2020,open,129
29/04/2020,new,289
29/04/2020,needed,48
29/04/2020,money,879
29/04/2020,million,97
29/04/2020,lost,97
29/04/2020,lockdown,146
29/04/2020,lives,159
29/04/2020,latest,133
29/04/2020,jobs,318
29/04/2020,income,219
29/04/2020,impact,175
29/04/2020,home,101
29/04/2020,help,385
29/04/2020,health,181
29/04/2020,government,148
29/04/2020,good,121
29/04/2020,global,108
29/04/2020,economy,803
29/04/2020,economic,114
29/04/2020,debt,21
29/04/2020,crisis,253
29/04/2020,country,130
29/04/2020,China,108
29/04/2020,care,132
29/04/2020,businesses,271
29/04/2020,business,1188
29/04/2020,#economy,214
29/04/2020,#business,195
29/04/2020,@realDonaldTrump,113
30/04/2020,world,176
30/04/2020,working,105
30/04/2020,workers,204
30/04/2020,work,254
30/04/2020,virus,107
30/04/2020,US,126
30/04/2020,Trump,68
30/04/2020,today,108
30/04/2020,time,261
30/04/2020,support,299
30/04/2020,small,148
30/04/2020,save,85
30/04/2020,right,117
30/04/2020,response,146
30/04/2020,rent,132
30/04/2020,public,83
30/04/2020,paying,159
30/04/2020,pay,495
30/04/2020,pandemic,375
30/04/2020,package,17
30/04/2020,open,97
30/04/2020,new,231
30/04/2020,needed,49
30/04/2020,money,767
30/04/2020,million,124
30/04/2020,lost,118
30/04/2020,lockdown,139
30/04/2020,lives,115
30/04/2020,latest,107
30/04/2020,jobs,282
30/04/2020,income,214
30/04/2020,impact,159
30/04/2020,home,91
30/04/2020,help,421
30/04/2020,health,158
30/04/2020,government,151
30/04/2020,good,97
30/04/2020,global,94
30/04/2020,economy,847
30/04/2020,economic,164
30/04/2020,debt,36
30/04/2020,crisis,254
30/04/2020,country,131
30/04/2020,China,99
30/04/2020,care,115
30/04/2020,businesses,238
30/04/2020,business,1093
30/04/2020,#economy,239
30/04/2020,#business,171
30/04/2020,@realDonaldTrump,103
01/05/2020,world,141
01/05/2020,working,134
01/05/2020,workers,323
01/05/2020,work,300
01/05/2020,virus,83
01/05/2020,US,85
01/05/2020,Trump,73
01/05/2020,today,100
01/05/2020,time,243
01/05/2020,support,274
01/05/2020,small,130
01/05/2020,save,88
01/05/2020,right,110
01/05/2020,response,86
01/05/2020,rent,219
01/05/2020,public,78
01/05/2020,paying,142
01/05/2020,pay,525
01/05/2020,pandemic,333
01/05/2020,package,15
01/05/2020,open,118
01/05/2020,new,218
01/05/2020,needed,31
01/05/2020,money,677
01/05/2020,million,53
01/05/2020,lost,113
01/05/2020,lockdown,122
01/05/2020,lives,157
01/05/2020,latest,88
01/05/2020,jobs,447
01/05/2020,income,191
01/05/2020,impact,108
01/05/2020,home,152
01/05/2020,help,404
01/05/2020,health,139
01/05/2020,government,216
01/05/2020,good,93
01/05/2020,global,107
01/05/2020,economy,649
01/05/2020,economic,126
01/05/2020,debt,73
01/05/2020,crisis,319
01/05/2020,country,107
01/05/2020,China,60
01/05/2020,care,97
01/05/2020,businesses,191
01/05/2020,business,1028
01/05/2020,#economy,163
01/05/2020,#business,136
01/05/2020,@realDonaldTrump,84
02/05/2020,world,78
02/05/2020,working,61
02/05/2020,workers,115
02/05/2020,work,119
02/05/2020,virus,42
02/05/2020,US,61
02/05/2020,Trump,47
02/05/2020,today,57
02/05/2020,time,149
02/05/2020,support,143
02/05/2020,small,71
02/05/2020,save,203
02/05/2020,right,72
02/05/2020,response,66
02/05/2020,rent,50
02/05/2020,public,39
02/05/2020,paying,115
02/05/2020,pay,287
02/05/2020,pandemic,147
02/05/2020,package,6
02/05/2020,open,41
02/05/2020,new,219
02/05/2020,needed,17
02/05/2020,money,575
02/05/2020,million,40
02/05/2020,lost,61
02/05/2020,lockdown,56
02/05/2020,lives,195
02/05/2020,latest,43
02/05/2020,jobs,149
02/05/2020,income,83
02/05/2020,impact,38
02/05/2020,home,71
02/05/2020,help,353
02/05/2020,health,93
02/05/2020,government,81
02/05/2020,good,58
02/05/2020,global,46
02/05/2020,economy,360
02/05/2020,economic,49
02/05/2020,debt,8
02/05/2020,crisis,112
02/05/2020,country,94
02/05/2020,China,41
02/05/2020,care,38
02/05/2020,businesses,96
02/05/2020,business,499
02/05/2020,#economy,92
02/05/2020,#business,76
02/05/2020,@realDonaldTrump,74
03/05/2020,world,68
03/05/2020,working,31
03/05/2020,workers,87
03/05/2020,work,83
03/05/2020,virus,64
03/05/2020,US,85
03/05/2020,Trump,66
03/05/2020,today,44
03/05/2020,time,129
03/05/2020,support,87
03/05/2020,small,46
03/05/2020,save,98
03/05/2020,right,62
03/05/2020,response,38
03/05/2020,rent,44
03/05/2020,public,31
03/05/2020,paying,88
03/05/2020,pay,289
03/05/2020,pandemic,88
03/05/2020,package,4
03/05/2020,open,36
03/05/2020,new,108
03/05/2020,needed,14
03/05/2020,money,398
03/05/2020,million,26
03/05/2020,lost,46
03/05/2020,lockdown,79
03/05/2020,lives,122
03/05/2020,latest,36
03/05/2020,jobs,108
03/05/2020,income,74
03/05/2020,impact,39
03/05/2020,home,50
03/05/2020,help,184
03/05/2020,health,64
03/05/2020,government,70
03/05/2020,good,69
03/05/2020,global,43
03/05/2020,economy,378
03/05/2020,economic,33
03/05/2020,debt,10
03/05/2020,crisis,108
03/05/2020,country,75
03/05/2020,China,50
03/05/2020,care,38
03/05/2020,businesses,85
03/05/2020,business,312
03/05/2020,#economy,84
03/05/2020,#business,90
03/05/2020,@realDonaldTrump,93
04/05/2020,world,125
04/05/2020,working,77
04/05/2020,workers,120
04/05/2020,work,211
04/05/2020,virus,61
04/05/2020,US,113
04/05/2020,Trump,97
04/05/2020,today,126
04/05/2020,time,201
04/05/2020,support,181
04/05/2020,small,109
04/05/2020,save,79
04/05/2020,right,81
04/05/2020,response,94
04/05/2020,rent,109
04/05/2020,public,60
04/05/2020,paying,125
04/05/2020,pay,545
04/05/2020,pandemic,278
04/05/2020,package,17
04/05/2020,open,150
04/05/2020,new,178
04/05/2020,needed,32
04/05/2020,money,584
04/05/2020,million,62
04/05/2020,lost,70
04/05/2020,lockdown,125
04/05/2020,lives,95
04/05/2020,latest,88
04/05/2020,jobs,205
04/05/2020,income,116
04/05/2020,impact,92
04/05/2020,home,120
04/05/2020,help,323
04/05/2020,health,141
04/05/2020,government,129
04/05/2020,good,72
04/05/2020,global,58
04/05/2020,economy,651
04/05/2020,economic,74
04/05/2020,debt,36
04/05/2020,crisis,237
04/05/2020,country,109
04/05/2020,China,82
04/05/2020,care,79
04/05/2020,businesses,149
04/05/2020,business,876
04/05/2020,#economy,156
04/05/2020,#business,142
04/05/2020,@realDonaldTrump,135
05/05/2020,world,150
05/05/2020,working,118
05/05/2020,workers,124
05/05/2020,work,223
05/05/2020,virus,95
05/05/2020,US,102
05/05/2020,Trump,75
05/05/2020,today,101
05/05/2020,time,241
05/05/2020,support,214
05/05/2020,small,132
05/05/2020,save,107
05/05/2020,right,119
05/05/2020,response,95
05/05/2020,rent,125
05/05/2020,public,68
05/05/2020,paying,136
05/05/2020,pay,439
05/05/2020,pandemic,290
05/05/2020,package,18
05/05/2020,open,122
05/05/2020,new,210
05/05/2020,needed,29
05/05/2020,money,739
05/05/2020,million,64
05/05/2020,lost,93
05/05/2020,lockdown,108
05/05/2020,lives,167
05/05/2020,latest,86
05/05/2020,jobs,287
05/05/2020,income,131
05/05/2020,impact,152
05/05/2020,home,103
05/05/2020,help,415
05/05/2020,health,130
05/05/2020,government,184
05/05/2020,good,108
05/05/2020,global,105
05/05/2020,economy,844
05/05/2020,economic,89
05/05/2020,debt,38
05/05/2020,crisis,237
05/05/2020,country,132
05/05/2020,China,84
05/05/2020,care,100
05/05/2020,businesses,160
05/05/2020,business,1145
05/05/2020,#economy,172
05/05/2020,#business,172
05/05/2020,@realDonaldTrump,106
06/05/2020,world,116
06/05/2020,working,84
06/05/2020,workers,192
06/05/2020,work,218
06/05/2020,virus,71
06/05/2020,US,99
06/05/2020,Trump,108
06/05/2020,today,103
06/05/2020,time,230
06/05/2020,support,219
06/05/2020,small,94
06/05/2020,save,56
06/05/2020,right,95
06/05/2020,response,98
06/05/2020,rent,56
06/05/2020,public,71
06/05/2020,paying,108
06/05/2020,pay,418
06/05/2020,pandemic,244
06/05/2020,package,23
06/05/2020,open,102
06/05/2020,new,246
06/05/2020,needed,44
06/05/2020,money,635
06/05/2020,million,65
06/05/2020,lost,77
06/05/2020,lockdown,121
06/05/2020,lives,118
06/05/2020,latest,97
06/05/2020,jobs,222
06/05/2020,income,150
06/05/2020,impact,130
06/05/2020,home,100
06/05/2020,help,293
06/05/2020,health,109
06/05/2020,government,132
06/05/2020,good,89
06/05/2020,global,62
06/05/2020,economy,690
06/05/2020,economic,100
06/05/2020,debt,27
06/05/2020,crisis,179
06/05/2020,country,101
06/05/2020,China,45
06/05/2020,care,94
06/05/2020,businesses,159
06/05/2020,business,877
06/05/2020,#economy,150
06/05/2020,#business,138
06/05/2020,@realDonaldTrump,115
07/05/2020,world,125
07/05/2020,working,78
07/05/2020,workers,172
07/05/2020,work,225
07/05/2020,virus,70
07/05/2020,US,123
07/05/2020,Trump,129
07/05/2020,today,98
07/05/2020,time,254
07/05/2020,support,263
07/05/2020,small,105
07/05/2020,save,77
07/05/2020,right,112
07/05/2020,response,95
07/05/2020,rent,86
07/05/2020,public,98
07/05/2020,paying,181
07/05/2020,pay,464
07/05/2020,pandemic,293
07/05/2020,package,15
07/05/2020,open,129
07/05/2020,new,224
07/05/2020,needed,28
07/05/2020,money,693
07/05/2020,million,92
07/05/2020,lost,116
07/05/2020,lockdown,153
07/05/2020,lives,115
07/05/2020,latest,95
07/05/2020,jobs,284
07/05/2020,income,137
07/05/2020,impact,124
07/05/2020,home,112
07/05/2020,help,370
07/05/2020,health,147
07/05/2020,government,129
07/05/2020,good,91
07/05/2020,global,74
07/05/2020,economy,767
07/05/2020,economic,119
07/05/2020,debt,40
07/05/2020,crisis,289
07/05/2020,country,131
07/05/2020,China,68
07/05/2020,care,131
07/05/2020,businesses,208
07/05/2020,business,1142
07/05/2020,#economy,169
07/05/2020,#business,129
07/05/2020,@realDonaldTrump,89
08/05/2020,world,119
08/05/2020,working,102
08/05/2020,workers,127
08/05/2020,work,203
08/05/2020,virus,89
08/05/2020,US,111
08/05/2020,Trump,91
08/05/2020,today,83
08/05/2020,time,202
08/05/2020,support,157
08/05/2020,small,103
08/05/2020,save,70
08/05/2020,right,65
08/05/2020,response,98
08/05/2020,rent,65
08/05/2020,public,50
08/05/2020,paying,119
08/05/2020,pay,339
08/05/2020,pandemic,315
08/05/2020,package,10
08/05/2020,open,90
08/05/2020,new,213
08/05/2020,needed,32
08/05/2020,money,527
08/05/2020,million,193
08/05/2020,lost,185
08/05/2020,lockdown,82
08/05/2020,lives,109
08/05/2020,latest,93
08/05/2020,jobs,451
08/05/2020,income,103
08/05/2020,impact,108
08/05/2020,home,97
08/05/2020,help,246
08/05/2020,health,130
08/05/2020,government,101
08/05/2020,good,87
08/05/2020,global,73
08/05/2020,economy,682
08/05/2020,economic,111
08/05/2020,debt,16
08/05/2020,crisis,181
08/05/2020,country,105
08/05/2020,China,92
08/05/2020,care,72
08/05/2020,businesses,139
08/05/2020,business,756
08/05/2020,#economy,228
08/05/2020,#business,126
08/05/2020,@realDonaldTrump,128
09/05/2020,world,87
09/05/2020,working,70
09/05/2020,workers,112
09/05/2020,work,172
09/05/2020,virus,59
09/05/2020,US,93
09/05/2020,Trump,55
09/05/2020,today,41
09/05/2020,time,121
09/05/2020,support,117
09/05/2020,small,56
09/05/2020,save,74
09/05/2020,right,76
09/05/2020,response,42
09/05/2020,rent,79
09/05/2020,public,60
09/05/2020,paying,87
09/05/2020,pay,344
09/05/2020,pandemic,166
09/05/2020,package,12
09/05/2020,open,63
09/05/2020,new,122
09/05/2020,needed,23
09/05/2020,money,390
09/05/2020,million,84
09/05/2020,lost,71
09/05/2020,lockdown,68
09/05/2020,lives,102
09/05/2020,latest,47
09/05/2020,jobs,187
09/05/2020,income,101
09/05/2020,impact,73
09/05/2020,home,85
09/05/2020,help,171
09/05/2020,health,76
09/05/2020,government,120
09/05/2020,good,79
09/05/2020,global,51
09/05/2020,economy,446
09/05/2020,economic,49
09/05/2020,debt,35
09/05/2020,crisis,87
09/05/2020,country,124
09/05/2020,China,51
09/05/2020,care,74
09/05/2020,businesses,69
09/05/2020,business,501
09/05/2020,#economy,114
09/05/2020,#business,82
09/05/2020,@realDonaldTrump,85
10/05/2020,world,98
10/05/2020,working,86
10/05/2020,workers,126
10/05/2020,work,253
10/05/2020,virus,102
10/05/2020,US,67
10/05/2020,Trump,91
10/05/2020,today,151
10/05/2020,time,151
10/05/2020,support,131
10/05/2020,small,62
10/05/2020,save,56
10/05/2020,right,91
10/05/2020,response,53
10/05/2020,rent,46
10/05/2020,public,91
10/05/2020,paying,104
10/05/2020,pay,408
10/05/2020,pandemic,171
10/05/2020,package,16
10/05/2020,open,102
10/05/2020,new,175
10/05/2020,needed,37
10/05/2020,money,597
10/05/2020,million,63
10/05/2020,lost,77
10/05/2020,lockdown,117
10/05/2020,lives,123
10/05/2020,latest,67
10/05/2020,jobs,253
10/05/2020,income,95
10/05/2020,impact,77
10/05/2020,home,104
10/05/2020,help,169
10/05/2020,health,125
10/05/2020,government,138
10/05/2020,good,96
10/05/2020,global,40
10/05/2020,economy,691
10/05/2020,economic,63
10/05/2020,debt,12
10/05/2020,crisis,116
10/05/2020,country,112
10/05/2020,China,54
10/05/2020,care,95
10/05/2020,businesses,85
10/05/2020,business,671
10/05/2020,#economy,168
10/05/2020,#business,130
10/05/2020,@realDonaldTrump,136
11/05/2020,world,196
11/05/2020,working,156
11/05/2020,workers,174
11/05/2020,work,341
11/05/2020,virus,98
11/05/2020,US,124
11/05/2020,Trump,109
11/05/2020,today,122
11/05/2020,time,227
11/05/2020,support,270
11/05/2020,small,124
11/05/2020,save,86
11/05/2020,right,98
11/05/2020,response,90
11/05/2020,rent,69
11/05/2020,public,100
11/05/2020,paying,161
11/05/2020,pay,452
11/05/2020,pandemic,387
11/05/2020,package,29
11/05/2020,open,118
11/05/2020,new,288
11/05/2020,needed,44
11/05/2020,money,658
11/05/2020,million,106
11/05/2020,lost,107
11/05/2020,lockdown,165
11/05/2020,lives,133
11/05/2020,latest,102
11/05/2020,jobs,384
11/05/2020,income,125
11/05/2020,impact,154
11/05/2020,home,135
11/05/2020,help,416
11/05/2020,health,150
11/05/2020,government,180
11/05/2020,good,107
11/05/2020,global,72
11/05/2020,economy,950
11/05/2020,economic,115
11/05/2020,debt,20
11/05/2020,crisis,208
11/05/2020,country,129
11/05/2020,China,91
11/05/2020,care,95
11/05/2020,businesses,239
11/05/2020,business,1260
11/05/2020,#economy,258
11/05/2020,#business,189
11/05/2020,@realDonaldTrump,111
12/05/2020,world,136
12/05/2020,working,158
12/05/2020,workers,196
12/05/2020,work,227
12/05/2020,virus,105
12/05/2020,US,108
12/05/2020,Trump,73
12/05/2020,today,111
12/05/2020,time,231
12/05/2020,support,217
12/05/2020,small,98
12/05/2020,save,85
12/05/2020,right,96
12/05/2020,response,102
12/05/2020,rent,90
12/05/2020,public,74
12/05/2020,paying,170
12/05/2020,pay,517
12/05/2020,pandemic,326
12/05/2020,package,131
12/05/2020,open,140
12/05/2020,new,239
12/05/2020,needed,55
12/05/2020,money,710
12/05/2020,million,69
12/05/2020,lost,109
12/05/2020,lockdown,122
12/05/2020,lives,131
12/05/2020,latest,83
12/05/2020,jobs,320
12/05/2020,income,140
12/05/2020,impact,144
12/05/2020,home,112
12/05/2020,help,395
12/05/2020,health,140
12/05/2020,government,152
12/05/2020,good,94
12/05/2020,global,85
12/05/2020,economy,868
12/05/2020,economic,158
12/05/2020,debt,19
12/05/2020,crisis,172
12/05/2020,country,127
12/05/2020,China,92
12/05/2020,care,134
12/05/2020,businesses,185
12/05/2020,business,1026
12/05/2020,#economy,247
12/05/2020,#business,220
12/05/2020,@realDonaldTrump,132
13/05/2020,world,103
13/05/2020,working,126
13/05/2020,workers,112
13/05/2020,work,366
13/05/2020,virus,60
13/05/2020,US,88
13/05/2020,Trump,46
13/05/2020,today,96
13/05/2020,time,221
13/05/2020,support,206
13/05/2020,small,87
13/05/2020,save,59
13/05/2020,right,87
13/05/2020,response,70
13/05/2020,rent,71
13/05/2020,public,143
13/05/2020,paying,119
13/05/2020,pay,400
13/05/2020,pandemic,283
13/05/2020,package,47
13/05/2020,open,107
13/05/2020,new,215
13/05/2020,needed,31
13/05/2020,money,540
13/05/2020,million,95
13/05/2020,lost,80
13/05/2020,lockdown,127
13/05/2020,lives,101
13/05/2020,latest,94
13/05/2020,jobs,329
13/05/2020,income,133
13/05/2020,impact,102
13/05/2020,home,96
13/05/2020,help,335
13/05/2020,health,95
13/05/2020,government,141
13/05/2020,good,88
13/05/2020,global,75
13/05/2020,economy,650
13/05/2020,economic,132
13/05/2020,debt,20
13/05/2020,crisis,191
13/05/2020,country,87
13/05/2020,China,41
13/05/2020,care,108
13/05/2020,businesses,166
13/05/2020,business,819
13/05/2020,#economy,202
13/05/2020,#business,166
13/05/2020,@realDonaldTrump,71
14/05/2020,world,222
14/05/2020,working,164
14/05/2020,workers,261
14/05/2020,work,371
14/05/2020,virus,126
14/05/2020,US,145
14/05/2020,Trump,167
14/05/2020,today,138
14/05/2020,time,337
14/05/2020,support,384
14/05/2020,small,163
14/05/2020,save,111
14/05/2020,right,149
14/05/2020,response,122
14/05/2020,rent,115
14/05/2020,public,142
14/05/2020,paying,193
14/05/2020,pay,661
14/05/2020,pandemic,449
14/05/2020,package,54
14/05/2020,open,160
14/05/2020,new,301
14/05/2020,needed,50
14/05/2020,money,906
14/05/2020,million,181
14/05/2020,lost,141
14/05/2020,lockdown,102
14/05/2020,lives,155
14/05/2020,latest,106
14/05/2020,jobs,417
14/05/2020,income,181
14/05/2020,impact,169
14/05/2020,home,144
14/05/2020,help,484
14/05/2020,health,239
14/05/2020,government,207
14/05/2020,good,156
14/05/2020,global,103
14/05/2020,economy,1058
14/05/2020,economic,185
14/05/2020,debt,42
14/05/2020,crisis,328
14/05/2020,country,136
14/05/2020,China,73
14/05/2020,care,203
14/05/2020,businesses,245
14/05/2020,business,1413
14/05/2020,#economy,265
14/05/2020,#business,233
14/05/2020,@realDonaldTrump,189
15/05/2020,world,158
15/05/2020,working,115
15/05/2020,workers,169
15/05/2020,work,231
15/05/2020,virus,114
15/05/2020,US,107
15/05/2020,Trump,100
15/05/2020,today,73
15/05/2020,time,222
15/05/2020,support,291
15/05/2020,small,128
15/05/2020,save,73
15/05/2020,right,118
15/05/2020,response,94
15/05/2020,rent,104
15/05/2020,public,141
15/05/2020,paying,170
15/05/2020,pay,706
15/05/2020,pandemic,375
15/05/2020,package,90
15/05/2020,open,135
15/05/2020,new,280
15/05/2020,needed,85
15/05/2020,money,692
15/05/2020,million,182
15/05/2020,lost,99
15/05/2020,lockdown,107
15/05/2020,lives,96
15/05/2020,latest,113
15/05/2020,jobs,314
15/05/2020,income,145
15/05/2020,impact,169
15/05/2020,home,134
15/05/2020,help,435
15/05/2020,health,142
15/05/2020,government,181
15/05/2020,good,127
15/05/2020,global,122
15/05/2020,economy,841
15/05/2020,economic,226
15/05/2020,debt,94
15/05/2020,crisis,207
15/05/2020,country,121
15/05/2020,China,61
15/05/2020,care,119
15/05/2020,businesses,206
15/05/2020,business,1106
15/05/2020,#economy,213
15/05/2020,#business,172
15/05/2020,@realDonaldTrump,133
16/05/2020,world,79
16/05/2020,working,61
16/05/2020,workers,91
16/05/2020,work,148
16/05/2020,virus,33
16/05/2020,US,69
16/05/2020,Trump,66
16/05/2020,today,45
16/05/2020,time,128
16/05/2020,support,114
16/05/2020,small,72
16/05/2020,save,31
16/05/2020,right,45
16/05/2020,response,28
16/05/2020,rent,33
16/05/2020,public,49
16/05/2020,paying,101
16/05/2020,pay,248
16/05/2020,pandemic,152
16/05/2020,package,19
16/05/2020,open,68
16/05/2020,new,105
16/05/2020,needed,5
16/05/2020,money,384
16/05/2020,million,69
16/05/2020,lost,61
16/05/2020,lockdown,52
16/05/2020,lives,63
16/05/2020,latest,33
16/05/2020,jobs,152
16/05/2020,income,52
16/05/2020,impact,53
16/05/2020,home,64
16/05/2020,help,141
16/05/2020,health,66
16/05/2020,government,86
16/05/2020,good,61
16/05/2020,global,36
16/05/2020,economy,360
16/05/2020,economic,29
16/05/2020,debt,29
16/05/2020,crisis,84
16/05/2020,country,63
16/05/2020,China,36
16/05/2020,care,47
16/05/2020,businesses,75
16/05/2020,business,404
16/05/2020,#economy,91
16/05/2020,#business,67
16/05/2020,@realDonaldTrump,113
17/05/2020,world,68
17/05/2020,working,37
17/05/2020,workers,64
17/05/2020,work,75
17/05/2020,virus,39
17/05/2020,US,52
17/05/2020,Trump,146
17/05/2020,today,28
17/05/2020,time,101
17/05/2020,support,82
17/05/2020,small,38
17/05/2020,save,45
17/05/2020,right,67
17/05/2020,response,41
17/05/2020,rent,27
17/05/2020,public,34
17/05/2020,paying,65
17/05/2020,pay,231
17/05/2020,pandemic,102
17/05/2020,package,11
17/05/2020,open,52
17/05/2020,new,63
17/05/2020,needed,10
17/05/2020,money,345
17/05/2020,million,36
17/05/2020,lost,52
17/05/2020,lockdown,51
17/05/2020,lives,65
17/05/2020,latest,37
17/05/2020,jobs,102
17/05/2020,income,99
17/05/2020,impact,43
17/05/2020,home,54
17/05/2020,help,130
17/05/2020,health,64
17/05/2020,government,66
17/05/2020,good,50
17/05/2020,global,26
17/05/2020,economy,362
17/05/2020,economic,34
17/05/2020,debt,14
17/05/2020,crisis,63
17/05/2020,country,103
17/05/2020,China,52
17/05/2020,care,77
17/05/2020,businesses,66
17/05/2020,business,370
17/05/2020,#economy,127
17/05/2020,#business,70
17/05/2020,@realDonaldTrump,100
18/05/2020,world,129
18/05/2020,working,65
18/05/2020,workers,96
18/05/2020,work,156
