created_at,TextPivot,Number of Records
04/03/2020,economy,450
04/03/2020,economic,58
04/03/2020,debt,11
04/03/2020,crisis,47
04/03/2020,country,59
04/03/2020,China,107
04/03/2020,care,45
04/03/2020,businesses,58
04/03/2020,business,466
04/03/2020,Business,109
04/03/2020,#economy,152
04/03/2020,#business,62
04/03/2020,@realDonaldTrump,106
05/03/2020,world,131
05/03/2020,working,61
05/03/2020,workers,93
05/03/2020,work,347
05/03/2020,virus,335
05/03/2020,US,118
05/03/2020,Trump,92
05/03/2020,today,55
05/03/2020,time,154
05/03/2020,support,52
05/03/2020,small,35
05/03/2020,save,32
05/03/2020,right,243
05/03/2020,response,70
05/03/2020,rent,13
05/03/2020,paying,90
05/03/2020,pay,558
05/03/2020,pandemic,66
05/03/2020,package,15
05/03/2020,open,21
05/03/2020,new,73
05/03/2020,needed,16
05/03/2020,money,570
05/03/2020,million,25
05/03/2020,lost,18
05/03/2020,lockdown,4
05/03/2020,lives,45
05/03/2020,jobs,84
05/03/2020,income,31
05/03/2020,impact,184
05/03/2020,home,100
05/03/2020,help,128
05/03/2020,health,151
05/03/2020,government,266
05/03/2020,good,91
05/03/2020,global,119
05/03/2020,employees,60
05/03/2020,economy,441
05/03/2020,economic,60
05/03/2020,debt,14
05/03/2020,crisis,70
05/03/2020,country,63
05/03/2020,China,103
05/03/2020,care,65
05/03/2020,businesses,54
05/03/2020,business,574
05/03/2020,Business,96
05/03/2020,#economy,121
05/03/2020,#business,82
05/03/2020,@realDonaldTrump,127
06/03/2020,world,126
06/03/2020,working,46
06/03/2020,workers,98
06/03/2020,work,186
06/03/2020,virus,160
06/03/2020,US,177
06/03/2020,Trump,177
06/03/2020,today,58
06/03/2020,time,127
06/03/2020,support,41
06/03/2020,small,29
06/03/2020,save,46
06/03/2020,right,104
06/03/2020,response,65
06/03/2020,rent,26
06/03/2020,paying,91
06/03/2020,pay,357
06/03/2020,pandemic,59
06/03/2020,package,12
06/03/2020,open,9
06/03/2020,new,75
06/03/2020,needed,26
06/03/2020,money,705
06/03/2020,million,47
06/03/2020,lost,35
06/03/2020,lockdown,2
06/03/2020,lives,59
06/03/2020,jobs,197
06/03/2020,income,58
06/03/2020,impact,169
06/03/2020,home,104
06/03/2020,help,117
06/03/2020,health,164
06/03/2020,government,104
06/03/2020,good,80
06/03/2020,global,123
06/03/2020,employees,53
06/03/2020,economy,558
06/03/2020,economic,75
06/03/2020,debt,9
06/03/2020,crisis,72
06/03/2020,country,61
06/03/2020,China,87
06/03/2020,care,96
06/03/2020,businesses,59
06/03/2020,business,515
06/03/2020,Business,118
06/03/2020,#economy,134
06/03/2020,#business,110
06/03/2020,@realDonaldTrump,134
07/03/2020,world,101
07/03/2020,working,34
07/03/2020,workers,51
07/03/2020,work,116
07/03/2020,virus,122
07/03/2020,US,145
07/03/2020,Trump,98
07/03/2020,today,22
07/03/2020,time,80
07/03/2020,support,24
07/03/2020,small,27
07/03/2020,save,21
07/03/2020,right,52
07/03/2020,response,23
07/03/2020,rent,17
07/03/2020,paying,80
07/03/2020,pay,268
07/03/2020,pandemic,40
07/03/2020,package,6
07/03/2020,open,17
07/03/2020,new,38
07/03/2020,needed,15
07/03/2020,money,470
07/03/2020,million,36
07/03/2020,lost,45
07/03/2020,lockdown,5
07/03/2020,lives,29
07/03/2020,jobs,72
07/03/2020,income,48
07/03/2020,impact,52
07/03/2020,home,62
07/03/2020,help,72
07/03/2020,health,85
07/03/2020,government,58
07/03/2020,good,58
07/03/2020,global,76
07/03/2020,employees,29
07/03/2020,economy,344
07/03/2020,economic,46
07/03/2020,debt,5
07/03/2020,crisis,30
07/03/2020,country,44
07/03/2020,China,88
07/03/2020,care,58
07/03/2020,businesses,33
07/03/2020,business,327
07/03/2020,Business,76
07/03/2020,#economy,79
07/03/2020,#business,45
07/03/2020,@realDonaldTrump,95
08/03/2020,world,71
08/03/2020,working,43
08/03/2020,workers,58
08/03/2020,work,116
08/03/2020,virus,104
08/03/2020,US,93
08/03/2020,Trump,103
08/03/2020,today,21
08/03/2020,time,90
08/03/2020,support,36
08/03/2020,small,18
08/03/2020,save,27
08/03/2020,right,77
08/03/2020,response,23
08/03/2020,rent,19
08/03/2020,paying,99
08/03/2020,pay,305
08/03/2020,pandemic,41
08/03/2020,package,5
08/03/2020,open,16
08/03/2020,new,50
08/03/2020,needed,17
08/03/2020,money,404
08/03/2020,million,46
08/03/2020,lost,21
08/03/2020,lockdown,15
08/03/2020,lives,40
08/03/2020,jobs,59
08/03/2020,income,51
08/03/2020,impact,45
08/03/2020,home,75
08/03/2020,help,61
08/03/2020,health,115
08/03/2020,government,76
08/03/2020,good,55
08/03/2020,global,66
08/03/2020,employees,24
08/03/2020,economy,381
08/03/2020,economic,25
08/03/2020,debt,4
08/03/2020,crisis,44
08/03/2020,country,62
08/03/2020,China,66
08/03/2020,care,65
08/03/2020,businesses,26
08/03/2020,business,286
08/03/2020,Business,56
08/03/2020,#economy,52
08/03/2020,#business,44
08/03/2020,@realDonaldTrump,98
09/03/2020,world,206
09/03/2020,working,82
09/03/2020,workers,145
09/03/2020,work,284
09/03/2020,virus,240
09/03/2020,US,205
09/03/2020,Trump,346
09/03/2020,today,96
09/03/2020,time,217
09/03/2020,support,56
09/03/2020,small,56
09/03/2020,save,49
09/03/2020,right,136
09/03/2020,response,93
09/03/2020,rent,66
09/03/2020,paying,174
09/03/2020,pay,619
09/03/2020,pandemic,84
09/03/2020,package,20
09/03/2020,open,29
09/03/2020,new,94
09/03/2020,needed,32
09/03/2020,money,818
09/03/2020,million,58
09/03/2020,lost,53
09/03/2020,lockdown,30
09/03/2020,lives,78
09/03/2020,jobs,227
09/03/2020,income,95
09/03/2020,impact,213
09/03/2020,home,169
09/03/2020,help,174
09/03/2020,health,229
09/03/2020,government,158
09/03/2020,good,140
09/03/2020,global,198
09/03/2020,employees,86
09/03/2020,economy,1039
09/03/2020,economic,104
09/03/2020,debt,22
09/03/2020,crisis,109
09/03/2020,country,107
09/03/2020,China,156
09/03/2020,care,127
09/03/2020,businesses,80
09/03/2020,business,684
09/03/2020,Business,158
09/03/2020,#economy,214
09/03/2020,#business,92
09/03/2020,@realDonaldTrump,337
10/03/2020,world,169
10/03/2020,working,87
10/03/2020,workers,164
10/03/2020,work,299
10/03/2020,virus,245
10/03/2020,US,164
10/03/2020,Trump,344
10/03/2020,today,64
10/03/2020,time,259
10/03/2020,support,99
10/03/2020,small,77
10/03/2020,save,69
10/03/2020,right,117
10/03/2020,response,126
10/03/2020,rent,65
10/03/2020,paying,187
10/03/2020,pay,769
10/03/2020,pandemic,109
10/03/2020,package,16
10/03/2020,open,30
10/03/2020,new,100
10/03/2020,needed,31
10/03/2020,money,1051
10/03/2020,million,44
10/03/2020,lost,48
10/03/2020,lockdown,42
10/03/2020,lives,102
10/03/2020,jobs,174
10/03/2020,income,138
10/03/2020,impact,208
10/03/2020,home,174
10/03/2020,help,237
10/03/2020,health,255
10/03/2020,government,145
10/03/2020,good,142
10/03/2020,global,175
10/03/2020,employees,100
10/03/2020,economy,893
10/03/2020,economic,101
10/03/2020,debt,22
10/03/2020,crisis,154
10/03/2020,country,120
10/03/2020,China,128
10/03/2020,care,127
10/03/2020,businesses,120
10/03/2020,business,908
10/03/2020,Business,195
10/03/2020,#economy,139
10/03/2020,#business,103
10/03/2020,@realDonaldTrump,283
11/03/2020,world,200
11/03/2020,working,129
11/03/2020,workers,206
11/03/2020,work,353
11/03/2020,virus,246
11/03/2020,US,164
11/03/2020,Trump,213
11/03/2020,today,100
11/03/2020,time,317
11/03/2020,support,184
11/03/2020,small,177
11/03/2020,save,84
11/03/2020,right,170
11/03/2020,response,139
11/03/2020,rent,82
11/03/2020,paying,203
11/03/2020,pay,962
11/03/2020,pandemic,154
11/03/2020,package,63
11/03/2020,open,47
11/03/2020,new,118
11/03/2020,needed,50
11/03/2020,money,1141
11/03/2020,million,67
11/03/2020,lost,49
11/03/2020,lockdown,27
11/03/2020,lives,93
11/03/2020,jobs,245
11/03/2020,income,164
11/03/2020,impact,270
11/03/2020,home,223
11/03/2020,help,326
11/03/2020,health,296
11/03/2020,government,226
11/03/2020,good,141
11/03/2020,global,147
11/03/2020,employees,182
11/03/2020,economy,968
11/03/2020,economic,149
11/03/2020,debt,18
11/03/2020,crisis,166
11/03/2020,country,110
11/03/2020,China,144
11/03/2020,care,154
11/03/2020,businesses,241
11/03/2020,business,1117
11/03/2020,Business,232
11/03/2020,#economy,166
11/03/2020,#business,118
11/03/2020,@realDonaldTrump,259
12/03/2020,world,156
12/03/2020,working,123
12/03/2020,workers,141
12/03/2020,work,300
12/03/2020,virus,217
12/03/2020,US,158
12/03/2020,Trump,217
12/03/2020,today,82
12/03/2020,time,265
12/03/2020,support,126
12/03/2020,small,122
12/03/2020,save,62
12/03/2020,right,161
12/03/2020,response,99
12/03/2020,rent,82
12/03/2020,paying,190
12/03/2020,pay,728
12/03/2020,pandemic,155
12/03/2020,package,40
12/03/2020,open,53
12/03/2020,new,91
12/03/2020,needed,39
12/03/2020,money,965
12/03/2020,million,51
12/03/2020,lost,55
12/03/2020,lockdown,23
12/03/2020,lives,88
12/03/2020,jobs,212
12/03/2020,income,149
12/03/2020,impact,157
12/03/2020,home,204
12/03/2020,help,232
12/03/2020,health,227
12/03/2020,government,181
12/03/2020,good,123
12/03/2020,global,143
12/03/2020,employees,91
12/03/2020,economy,683
12/03/2020,economic,102
12/03/2020,debt,28
12/03/2020,crisis,134
12/03/2020,country,108
12/03/2020,China,146
12/03/2020,care,125
12/03/2020,businesses,129
12/03/2020,business,953
12/03/2020,Business,171
12/03/2020,#economy,113
12/03/2020,#business,61
12/03/2020,@realDonaldTrump,193
13/03/2020,world,298
13/03/2020,working,151
13/03/2020,workers,192
13/03/2020,work,389
13/03/2020,virus,262
13/03/2020,US,165
13/03/2020,Trump,264
13/03/2020,today,105
13/03/2020,time,351
13/03/2020,support,174
13/03/2020,small,143
13/03/2020,save,97
13/03/2020,right,208
13/03/2020,response,154
13/03/2020,rent,146
13/03/2020,paying,280
13/03/2020,pay,827
13/03/2020,pandemic,193
13/03/2020,package,29
13/03/2020,open,73
13/03/2020,new,126
13/03/2020,needed,49
13/03/2020,money,1414
13/03/2020,million,64
13/03/2020,lost,64
13/03/2020,lockdown,20
13/03/2020,lives,105
13/03/2020,jobs,267
13/03/2020,income,207
13/03/2020,impact,199
13/03/2020,home,252
13/03/2020,help,401
13/03/2020,health,262
13/03/2020,government,274
13/03/2020,good,160
13/03/2020,global,140
13/03/2020,employees,117
13/03/2020,economy,820
13/03/2020,economic,109
13/03/2020,debt,29
13/03/2020,crisis,154
13/03/2020,country,163
13/03/2020,China,173
13/03/2020,care,190
13/03/2020,businesses,177
13/03/2020,business,1217
13/03/2020,Business,228
13/03/2020,#economy,163
13/03/2020,#business,83
13/03/2020,@realDonaldTrump,249
14/03/2020,world,186
14/03/2020,working,107
14/03/2020,workers,135
14/03/2020,work,337
14/03/2020,virus,200
14/03/2020,US,107
14/03/2020,Trump,155
14/03/2020,today,63
14/03/2020,time,301
14/03/2020,support,160
14/03/2020,small,141
14/03/2020,save,73
14/03/2020,right,153
14/03/2020,response,71
14/03/2020,rent,96
14/03/2020,paying,220
14/03/2020,pay,861
14/03/2020,pandemic,222
14/03/2020,package,21
14/03/2020,open,67
14/03/2020,new,119
14/03/2020,needed,36
14/03/2020,money,1002
14/03/2020,million,26
14/03/2020,lost,66
14/03/2020,lockdown,24
14/03/2020,lives,88
14/03/2020,jobs,209
14/03/2020,income,178
14/03/2020,impact,82
14/03/2020,home,188
14/03/2020,help,283
14/03/2020,health,212
14/03/2020,government,194
14/03/2020,good,146
14/03/2020,global,105
14/03/2020,employees,127
14/03/2020,economy,575
14/03/2020,economic,62
14/03/2020,debt,24
14/03/2020,crisis,124
14/03/2020,country,149
14/03/2020,China,118
14/03/2020,care,150
14/03/2020,businesses,118
14/03/2020,business,773
14/03/2020,Business,124
14/03/2020,#economy,88
14/03/2020,#business,66
14/03/2020,@realDonaldTrump,164
15/03/2020,world,132
15/03/2020,working,93
15/03/2020,workers,150
15/03/2020,work,230
15/03/2020,virus,167
15/03/2020,US,135
15/03/2020,Trump,160
15/03/2020,today,39
15/03/2020,time,238
15/03/2020,support,119
15/03/2020,small,112
15/03/2020,save,72
15/03/2020,right,144
15/03/2020,response,67
15/03/2020,rent,86
15/03/2020,paying,175
15/03/2020,pay,754
15/03/2020,pandemic,151
15/03/2020,package,20
15/03/2020,open,58
15/03/2020,new,66
15/03/2020,needed,32
15/03/2020,money,863
15/03/2020,million,28
15/03/2020,lost,45
15/03/2020,lockdown,35
15/03/2020,lives,81
15/03/2020,jobs,181
15/03/2020,income,132
15/03/2020,impact,67
15/03/2020,home,172
15/03/2020,help,253
15/03/2020,health,200
15/03/2020,government,157
15/03/2020,good,115
15/03/2020,global,74
15/03/2020,employees,76
15/03/2020,economy,477
15/03/2020,economic,89
15/03/2020,debt,26
15/03/2020,crisis,146
15/03/2020,country,97
15/03/2020,China,78
15/03/2020,care,147
15/03/2020,businesses,134
15/03/2020,business,604
15/03/2020,Business,121
15/03/2020,#economy,85
15/03/2020,#business,55
15/03/2020,@realDonaldTrump,128
16/03/2020,world,268
16/03/2020,working,273
16/03/2020,workers,362
16/03/2020,work,675
16/03/2020,virus,272
16/03/2020,US,221
16/03/2020,Trump,227
16/03/2020,today,164
16/03/2020,time,549
16/03/2020,support,331
16/03/2020,small,290
16/03/2020,save,103
16/03/2020,right,306
16/03/2020,response,137
16/03/2020,rent,320
16/03/2020,paying,279
16/03/2020,pay,1408
16/03/2020,pandemic,356
16/03/2020,package,33
16/03/2020,open,183
16/03/2020,new,204
16/03/2020,needed,83
16/03/2020,money,1281
16/03/2020,million,58
16/03/2020,lost,123
16/03/2020,lockdown,55
16/03/2020,lives,133
16/03/2020,jobs,425
16/03/2020,income,356
16/03/2020,impact,230
16/03/2020,home,476
16/03/2020,help,629
16/03/2020,health,309
16/03/2020,government,318
16/03/2020,good,253
16/03/2020,global,161
16/03/2020,employees,238
16/03/2020,economy,1065
16/03/2020,economic,202
16/03/2020,debt,37
16/03/2020,crisis,321
16/03/2020,country,207
16/03/2020,China,145
16/03/2020,care,242
16/03/2020,businesses,380
16/03/2020,business,1723
16/03/2020,Business,315
16/03/2020,#economy,178
16/03/2020,#business,166
16/03/2020,@realDonaldTrump,217
17/03/2020,world,215
17/03/2020,working,210
17/03/2020,workers,322
17/03/2020,work,536
17/03/2020,virus,247
17/03/2020,US,165
17/03/2020,Trump,140
17/03/2020,today,140
17/03/2020,time,494
17/03/2020,support,420
17/03/2020,small,262
17/03/2020,save,120
17/03/2020,right,277
17/03/2020,response,140
17/03/2020,rent,360
17/03/2020,paying,259
17/03/2020,pay,1165
17/03/2020,pandemic,271
17/03/2020,package,65
17/03/2020,open,127
17/03/2020,new,175
17/03/2020,needed,66
17/03/2020,money,1182
17/03/2020,million,69
17/03/2020,lost,100
17/03/2020,lockdown,53
17/03/2020,lives,109
17/03/2020,jobs,431
17/03/2020,income,719
17/03/2020,impact,177
17/03/2020,home,318
17/03/2020,help,576
17/03/2020,health,191
17/03/2020,government,396
17/03/2020,good,224
17/03/2020,global,122
17/03/2020,employees,241
17/03/2020,economy,800
17/03/2020,economic,198
17/03/2020,debt,66
17/03/2020,crisis,268
17/03/2020,country,182
17/03/2020,China,120
17/03/2020,care,157
17/03/2020,businesses,339
17/03/2020,business,1423
17/03/2020,Business,425
17/03/2020,#economy,141
17/03/2020,#business,130
17/03/2020,@realDonaldTrump,211
18/03/2020,world,302
18/03/2020,working,247
18/03/2020,workers,346
18/03/2020,work,504
18/03/2020,virus,259
18/03/2020,US,204
18/03/2020,Trump,156
18/03/2020,today,149
18/03/2020,time,583
18/03/2020,support,520
18/03/2020,small,312
18/03/2020,save,84
18/03/2020,right,283
18/03/2020,response,139
18/03/2020,rent,696
18/03/2020,paying,354
18/03/2020,pay,1244
18/03/2020,pandemic,353
18/03/2020,package,70
18/03/2020,open,175
18/03/2020,new,155
18/03/2020,needed,75
18/03/2020,money,1322
18/03/2020,million,90
18/03/2020,lost,167
18/03/2020,lockdown,70
18/03/2020,lives,139
18/03/2020,jobs,548
18/03/2020,income,766
18/03/2020,impact,229
18/03/2020,home,359
18/03/2020,help,718
18/03/2020,health,260
18/03/2020,government,396
18/03/2020,good,206
18/03/2020,global,138
18/03/2020,employees,242
18/03/2020,economy,938
18/03/2020,economic,186
18/03/2020,debt,62
18/03/2020,crisis,316
18/03/2020,country,195
18/03/2020,China,203
18/03/2020,care,183
18/03/2020,businesses,390
18/03/2020,business,1625
18/03/2020,Business,289
18/03/2020,#economy,156
18/03/2020,#business,156
18/03/2020,@realDonaldTrump,222
19/03/2020,world,226
19/03/2020,working,243
19/03/2020,workers,300
19/03/2020,work,394
19/03/2020,virus,201
19/03/2020,US,131
19/03/2020,Trump,142
19/03/2020,today,103
19/03/2020,time,427
19/03/2020,support,321
19/03/2020,small,249
19/03/2020,save,94
19/03/2020,right,253
19/03/2020,response,122
19/03/2020,rent,383
19/03/2020,paying,242
19/03/2020,pay,996
19/03/2020,pandemic,323
19/03/2020,package,37
19/03/2020,open,127
19/03/2020,new,145
19/03/2020,needed,60
19/03/2020,money,1211
19/03/2020,million,85
19/03/2020,lost,148
19/03/2020,lockdown,37
19/03/2020,lives,101
19/03/2020,jobs,457
19/03/2020,income,523
19/03/2020,impact,167
19/03/2020,home,296
19/03/2020,help,536
19/03/2020,health,201
19/03/2020,government,296
19/03/2020,good,176
19/03/2020,global,118
19/03/2020,employees,220
19/03/2020,economy,668
19/03/2020,economic,122
19/03/2020,debt,50
19/03/2020,crisis,293
19/03/2020,country,135
19/03/2020,China,163
19/03/2020,care,139
19/03/2020,businesses,288
19/03/2020,business,1276
19/03/2020,Business,238
19/03/2020,#economy,113
19/03/2020,#business,144
19/03/2020,@realDonaldTrump,148
20/03/2020,world,247
20/03/2020,working,258
20/03/2020,workers,418
20/03/2020,work,440
20/03/2020,virus,248
20/03/2020,US,141
20/03/2020,Trump,152
20/03/2020,today,168
20/03/2020,time,574
20/03/2020,support,468
20/03/2020,small,311
20/03/2020,save,138
20/03/2020,right,289
20/03/2020,response,164
20/03/2020,rent,332
20/03/2020,paying,290
20/03/2020,pay,1264
20/03/2020,pandemic,406
20/03/2020,package,94
20/03/2020,open,164
20/03/2020,new,249
20/03/2020,needed,70
20/03/2020,money,1444
20/03/2020,million,94
20/03/2020,lost,161
20/03/2020,lockdown,69
20/03/2020,lives,138
20/03/2020,jobs,595
20/03/2020,income,551
20/03/2020,impact,276
20/03/2020,home,369
20/03/2020,help,740
20/03/2020,health,265
20/03/2020,government,372
20/03/2020,good,212
20/03/2020,global,157
20/03/2020,employees,233
20/03/2020,economy,838
20/03/2020,economic,243
20/03/2020,debt,35
20/03/2020,crisis,499
20/03/2020,country,160
20/03/2020,China,142
20/03/2020,care,171
20/03/2020,businesses,369
20/03/2020,business,1759
20/03/2020,Business,301
20/03/2020,#economy,128
20/03/2020,#business,168
20/03/2020,@realDonaldTrump,225
21/03/2020,world,159
21/03/2020,working,107
21/03/2020,workers,245
21/03/2020,work,220
21/03/2020,virus,133
21/03/2020,US,92
21/03/2020,Trump,105
21/03/2020,today,67
21/03/2020,time,276
21/03/2020,support,211
21/03/2020,small,196
21/03/2020,save,106
21/03/2020,right,172
21/03/2020,response,72
21/03/2020,rent,135
21/03/2020,paying,225
21/03/2020,pay,742
21/03/2020,pandemic,161
21/03/2020,package,54
21/03/2020,open,61
21/03/2020,new,101
21/03/2020,needed,39
21/03/2020,money,792
21/03/2020,million,46
21/03/2020,lost,97
21/03/2020,lockdown,42
21/03/2020,lives,91
21/03/2020,jobs,295
21/03/2020,income,246
21/03/2020,impact,103
21/03/2020,home,195
21/03/2020,help,363
21/03/2020,health,138
21/03/2020,government,175
21/03/2020,good,126
21/03/2020,global,73
21/03/2020,employees,117
21/03/2020,economy,523
21/03/2020,economic,169
21/03/2020,debt,32
21/03/2020,crisis,246
21/03/2020,country,124
21/03/2020,China,96
21/03/2020,care,93
21/03/2020,businesses,185
21/03/2020,business,710
21/03/2020,Business,124
21/03/2020,#economy,54
21/03/2020,#business,63
21/03/2020,@realDonaldTrump,178
22/03/2020,world,215
22/03/2020,working,183
22/03/2020,workers,1057
22/03/2020,work,370
22/03/2020,virus,220
22/03/2020,US,155
22/03/2020,Trump,157
22/03/2020,today,87
22/03/2020,time,437
22/03/2020,support,232
22/03/2020,small,227
22/03/2020,save,269
22/03/2020,right,237
22/03/2020,response,84
22/03/2020,rent,229
22/03/2020,paying,280
22/03/2020,pay,1640
22/03/2020,pandemic,260
22/03/2020,package,81
22/03/2020,open,114
22/03/2020,new,155
22/03/2020,needed,62
22/03/2020,money,1247
22/03/2020,million,80
22/03/2020,lost,134
22/03/2020,lockdown,102
22/03/2020,lives,791
22/03/2020,jobs,518
22/03/2020,income,274
22/03/2020,impact,198
22/03/2020,home,282
22/03/2020,help,539
22/03/2020,health,847
22/03/2020,government,276
22/03/2020,good,183
22/03/2020,global,106
22/03/2020,employees,310
22/03/2020,economy,931
22/03/2020,economic,402
22/03/2020,debt,46
22/03/2020,crisis,512
22/03/2020,country,165
22/03/2020,China,155
22/03/2020,care,767
22/03/2020,businesses,857
22/03/2020,business,1037
22/03/2020,Business,209
22/03/2020,#economy,80
22/03/2020,#business,89
22/03/2020,@realDonaldTrump,453
23/03/2020,world,276
23/03/2020,working,295
23/03/2020,workers,484
23/03/2020,work,625
23/03/2020,virus,267
23/03/2020,US,195
23/03/2020,Trump,406
23/03/2020,today,171
23/03/2020,time,684
23/03/2020,support,438
23/03/2020,small,353
23/03/2020,save,266
23/03/2020,right,333
23/03/2020,response,158
23/03/2020,rent,367
23/03/2020,paying,256
23/03/2020,pay,1200
23/03/2020,pandemic,392
23/03/2020,package,137
23/03/2020,open,201
23/03/2020,new,220
23/03/2020,needed,92
23/03/2020,money,1638
23/03/2020,million,105
23/03/2020,lost,167
23/03/2020,lockdown,153
23/03/2020,lives,271
23/03/2020,jobs,762
23/03/2020,income,339
23/03/2020,impact,272
23/03/2020,home,404
23/03/2020,help,828
23/03/2020,health,372
23/03/2020,government,450
23/03/2020,good,271
23/03/2020,global,139
23/03/2020,employees,377
23/03/2020,economy,1383
23/03/2020,economic,381
23/03/2020,debt,43
23/03/2020,crisis,579
23/03/2020,country,239
23/03/2020,China,125
23/03/2020,care,271
23/03/2020,businesses,502
23/03/2020,business,1880
23/03/2020,Business,352
23/03/2020,#economy,177
23/03/2020,#business,179
23/03/2020,@realDonaldTrump,516
24/03/2020,world,333
24/03/2020,working,612
24/03/2020,workers,863
24/03/2020,work,866
24/03/2020,virus,394
24/03/2020,US,345
24/03/2020,Trump,657
24/03/2020,today,235
24/03/2020,time,659
24/03/2020,support,563
24/03/2020,small,339
24/03/2020,save,418
24/03/2020,right,681
24/03/2020,response,156
24/03/2020,rent,347
24/03/2020,paying,374
24/03/2020,pay,1408
24/03/2020,pandemic,491
24/03/2020,package,660
24/03/2020,open,360
24/03/2020,new,316
24/03/2020,needed,112
24/03/2020,money,1938
24/03/2020,million,289
24/03/2020,lost,199
24/03/2020,lockdown,240
24/03/2020,lives,523
24/03/2020,jobs,657
24/03/2020,income,411
24/03/2020,impact,295
24/03/2020,home,476
24/03/2020,help,913
24/03/2020,health,496
24/03/2020,government,429
24/03/2020,good,294
24/03/2020,global,185
24/03/2020,employees,296
24/03/2020,economy,3061
24/03/2020,economic,376
24/03/2020,debt,46
24/03/2020,crisis,662
24/03/2020,country,386
24/03/2020,China,177
24/03/2020,care,394
24/03/2020,businesses,461
24/03/2020,business,2209
24/03/2020,Business,461
24/03/2020,#economy,258
24/03/2020,#business,226
24/03/2020,@realDonaldTrump,822
25/03/2020,world,311
25/03/2020,working,339
25/03/2020,workers,418
25/03/2020,work,598
25/03/2020,virus,285
25/03/2020,US,285
25/03/2020,Trump,338
25/03/2020,today,248
25/03/2020,time,616
25/03/2020,support,524
25/03/2020,small,354
25/03/2020,save,257
25/03/2020,right,366
25/03/2020,response,140
25/03/2020,rent,405
25/03/2020,paying,317
25/03/2020,pay,1403
25/03/2020,pandemic,497
25/03/2020,package,226
25/03/2020,open,240
25/03/2020,new,296
25/03/2020,needed,88
25/03/2020,money,1884
25/03/2020,million,179
25/03/2020,lost,163
25/03/2020,lockdown,164
25/03/2020,lives,306
25/03/2020,jobs,529
25/03/2020,income,383
25/03/2020,impact,227
25/03/2020,home,430
25/03/2020,help,866
25/03/2020,health,388
25/03/2020,government,357
25/03/2020,good,251
25/03/2020,global,153
25/03/2020,employees,262
25/03/2020,economy,1526
25/03/2020,economic,185
25/03/2020,debt,64
25/03/2020,crisis,473
25/03/2020,country,283
25/03/2020,China,230
25/03/2020,care,276
25/03/2020,businesses,438
25/03/2020,business,2028
25/03/2020,Business,410
25/03/2020,#economy,194
25/03/2020,#business,218
25/03/2020,@realDonaldTrump,351
26/03/2020,world,282
26/03/2020,working,216
26/03/2020,workers,365
26/03/2020,work,425
26/03/2020,virus,197
26/03/2020,US,217
26/03/2020,Trump,185
26/03/2020,today,149
26/03/2020,time,521
26/03/2020,support,422
26/03/2020,small,291
26/03/2020,save,135
26/03/2020,right,254
26/03/2020,response,154
26/03/2020,rent,377
26/03/2020,paying,301
26/03/2020,pay,1281
26/03/2020,pandemic,435
26/03/2020,package,158
26/03/2020,open,124
26/03/2020,new,239
26/03/2020,needed,75
26/03/2020,money,1534
26/03/2020,million,190
26/03/2020,lost,172
26/03/2020,lockdown,164
26/03/2020,lives,199
26/03/2020,jobs,456
26/03/2020,income,293
26/03/2020,impact,172
26/03/2020,home,236
26/03/2020,help,740
26/03/2020,health,276
26/03/2020,government,290
26/03/2020,good,173
26/03/2020,global,179
26/03/2020,employees,184
26/03/2020,economy,1069
26/03/2020,economic,164
26/03/2020,debt,41
26/03/2020,crisis,374
26/03/2020,country,203
26/03/2020,China,199
26/03/2020,care,228
26/03/2020,businesses,353
26/03/2020,business,1518
26/03/2020,Business,351
26/03/2020,#economy,150
26/03/2020,#business,145
26/03/2020,@realDonaldTrump,240
27/03/2020,world,307
27/03/2020,working,204
27/03/2020,workers,280
27/03/2020,work,363
27/03/2020,virus,210
27/03/2020,US,205
27/03/2020,Trump,212
27/03/2020,today,156
27/03/2020,time,454
27/03/2020,support,417
27/03/2020,small,206
27/03/2020,save,117
27/03/2020,right,206
27/03/2020,response,110
27/03/2020,rent,288
27/03/2020,paying,257
27/03/2020,pay,1140
27/03/2020,pandemic,390
27/03/2020,package,111
27/03/2020,open,102
27/03/2020,new,236
27/03/2020,needed,72
27/03/2020,money,1265
27/03/2020,million,99
27/03/2020,lost,139
27/03/2020,lockdown,94
27/03/2020,lives,160
27/03/2020,jobs,406
27/03/2020,income,293
27/03/2020,impact,219
27/03/2020,home,251
27/03/2020,help,640
27/03/2020,health,250
27/03/2020,government,288
27/03/2020,good,171
27/03/2020,global,177
27/03/2020,employees,120
27/03/2020,economy,956
27/03/2020,economic,139
27/03/2020,debt,34
27/03/2020,crisis,341
27/03/2020,country,157
27/03/2020,China,207
27/03/2020,care,195
27/03/2020,businesses,257
27/03/2020,business,1346
27/03/2020,Business,319
27/03/2020,#economy,133
27/03/2020,#business,166
27/03/2020,@realDonaldTrump,244
28/03/2020,world,232
28/03/2020,working,103
28/03/2020,workers,205
28/03/2020,work,276
28/03/2020,virus,149
28/03/2020,US,146
28/03/2020,Trump,171
28/03/2020,today,140
28/03/2020,time,343
28/03/2020,support,204
28/03/2020,small,142
28/03/2020,save,91
28/03/2020,right,222
28/03/2020,response,60
28/03/2020,rent,221
28/03/2020,paying,220
28/03/2020,pay,881
28/03/2020,pandemic,253
28/03/2020,package,39
28/03/2020,open,91
