created_at,TextPivot,Count of Number of Records
7/5/2020,working,5817
8/5/2020,Business,6086
8/5/2020,economy,5036
8/5/2020,home,11248
8/5/2020,million,4660
8/5/2020,money,5181
8/5/2020,number,5324
8/5/2020,public,6238
8/5/2020,work,10759
8/5/2020,workers,8244
8/5/2020,working,5508
9/5/2020,Business,4961
9/5/2020,economy,5671
9/5/2020,Home,11181
9/5/2020,million,5110
9/5/2020,money,5185
9/5/2020,number,5170
9/5/2020,public,6361
9/5/2020,rate,4858
9/5/2020,work,10423
9/5/2020,Workers,7044
9/5/2020,working,5552
10/5/2020,home,9973
10/5/2020,money,4544
10/5/2020,number,5064
10/5/2020,public,4968
10/5/2020,total,4563
10/5/2020,work,8406
10/5/2020,workers,5181
11/5/2020,economy,3988
11/5/2020,home,10005
11/5/2020,homes,4025
11/5/2020,money,4069
11/5/2020,number,5123
11/5/2020,numbers,4063
11/5/2020,public,5120
11/5/2020,Rate,4397
11/5/2020,Total,4416
11/5/2020,work,9462
11/5/2020,workers,4668
11/5/2020,working,4048
12/5/2020,business,5001
12/5/2020,Economy,4741
12/5/2020,home,9829
12/5/2020,homes,4291
12/5/2020,money,4156
12/5/2020,number,5149
12/5/2020,numbers,4313
12/5/2020,public,5968
12/5/2020,work,11907
12/5/2020,workers,5726
12/5/2020,working,4946
13/5/2020,business,5005
13/5/2020,economy,4833
13/5/2020,home,9983
13/5/2020,homes,4528
13/5/2020,job,4660
13/5/2020,money,4973
13/5/2020,number,4983
13/5/2020,public,5758
13/5/2020,work,11918
13/5/2020,workers,5589
13/5/2020,working,5636
14/5/2020,business,5766
14/5/2020,economy,6058
14/5/2020,home,13690
14/5/2020,homes,5861
14/5/2020,money,5438
14/5/2020,number,5202
14/5/2020,Public,8171
14/5/2020,work,14770
14/5/2020,workers,6191
14/5/2020,working,6000
15/5/2020,business,5187
15/5/2020,economy,4769
15/5/2020,home,10464
15/5/2020,homes,4562
15/5/2020,money,5006
15/5/2020,number,4629
15/5/2020,Public,6385
15/5/2020,work,10480
15/5/2020,workers,5979
15/5/2020,working,5140
16/5/2020,Business,5438
16/5/2020,economy,4964
16/5/2020,home,10672
16/5/2020,homes,4978
16/5/2020,money,5348
16/5/2020,number,5369
16/5/2020,public,6380
16/5/2020,relief,5321
16/5/2020,work,11058
16/5/2020,workers,6403
16/5/2020,Working,5191
17/5/2020,Home,16362
17/5/2020,homes,7633
17/5/2020,money,8867
17/5/2020,Number,8538
17/5/2020,numbers,7192
17/5/2020,Public,8492
17/5/2020,total,7777
17/5/2020,work,14320
17/5/2020,workers,8292
18/5/2020,Economy,7016
18/5/2020,home,14692
18/5/2020,homes,7238
18/5/2020,money,7369
18/5/2020,number,8032
18/5/2020,numbers,6789
18/5/2020,PUBLIC,8672
18/5/2020,total,6682
18/5/2020,work,12421
18/5/2020,workers,7472
19/5/2020,business,8886
19/5/2020,home,16238
19/5/2020,homes,7796
19/5/2020,money,8545
19/5/2020,number,8558
19/5/2020,public,10272
19/5/2020,Work,18077
19/5/2020,Workers,9150
19/5/2020,working,7967
22/5/2020,business,1616
22/5/2020,economy,1751
22/5/2020,home,3397
22/5/2020,million,1487
22/5/2020,number,1957
22/5/2020,public,1747
22/5/2020,work,3805
22/5/2020,workers,1896
22/5/2020,working,2050
23/5/2020,home,4255
23/5/2020,public,1764
23/5/2020,travel,2306
23/5/2020,work,2621
23/5/2020,workers,1518
24/5/2020,home,14318
24/5/2020,homes,6484
24/5/2020,number,6369
24/5/2020,numbers,5711
24/5/2020,public,7028
24/5/2020,travel,5473
24/5/2020,work,9690
25/5/2020,home,16047
25/5/2020,homes,5906
25/5/2020,number,7325
25/5/2020,public,8517
25/5/2020,Total,5871
25/5/2020,work,12484
26/5/2020,business,7199
26/5/2020,home,14613
26/5/2020,homes,7848
26/5/2020,million,6948
26/5/2020,number,7513
26/5/2020,public,9275
26/5/2020,rate,7433
26/5/2020,work,14286
26/5/2020,workers,7696
27/5/2020,business,7190
27/5/2020,home,13849
27/5/2020,homes,7709
27/5/2020,number,7923
27/5/2020,Public,9556
27/5/2020,work,14114
27/5/2020,workers,7534
27/5/2020,working,6811
28/5/2020,Business,6323
28/5/2020,home,11549
28/5/2020,Homes,8024
28/5/2020,million,6097
28/5/2020,Number,7536
28/5/2020,public,8092
28/5/2020,rate,7542
28/5/2020,work,12651
28/5/2020,workers,6851
28/5/2020,working,6044
29/5/2020,business,5778
29/5/2020,home,11571
29/5/2020,number,7308
29/5/2020,public,7813
29/5/2020,work,13841
29/5/2020,workers,5990
29/5/2020,working,6254
30/5/2020,home,10382
30/5/2020,money,4987
30/5/2020,number,5934
30/5/2020,public,5654
30/5/2020,work,10030
31/5/2020,#KIITKISSFightsCovid19,11610
31/5/2020,home,10684
31/5/2020,money,5661
31/5/2020,number,5816
31/5/2020,public,5740
31/5/2020,work,10954
