created_at,TextPivot,Count of Number of Records
07-03-2020,new,1881
07-03-2020,medical,659
07-03-2020,media,640
07-03-2020,March,515
07-03-2020,latest,1373
07-03-2020,Italy,1114
07-03-2020,information,623
07-03-2020,infected,923
07-03-2020,home,1076
07-03-2020,help,1065
07-03-2020,health,1809
07-03-2020,Health,713
07-03-2020,hands,1439
07-03-2020,hand,932
07-03-2020,government,877
07-03-2020,good,1373
07-03-2020,global,532
07-03-2020,getting,786
07-03-2020,flu,967
07-03-2020,face,623
07-03-2020,deaths,1013
07-03-2020,death,859
07-03-2020,crisis,586
07-03-2020,country,1158
07-03-2020,countries,735
07-03-2020,confirmed,1487
07-03-2020,China,1624
07-03-2020,cases,4485
07-03-2020,case,1531
07-03-2020,care,912
07-03-2020,better,627
07-03-2020,best,621
07-03-2020,@realDonaldTrump,1512
08-03-2020,world,1390
08-03-2020,work,1141
08-03-2020,weeks,792
08-03-2020,wash,687
08-03-2020,virus,2638
08-03-2020,US,2047
08-03-2020,UK,670
08-03-2020,Trump,2124
08-03-2020,travel,887
08-03-2020,toilet,1409
08-03-2020,today,960
08-03-2020,time,2021
08-03-2020,thread,1646
08-03-2020,Thanks,1114
08-03-2020,testing,1153
08-03-2020,tested,1157
08-03-2020,test,1334
08-03-2020,stop,1105
08-03-2020,stay,697
08-03-2020,state,950
08-03-2020,spreading,642
08-03-2020,spread,2116
08-03-2020,sick,871
08-03-2020,safe,618
08-03-2020,risk,991
08-03-2020,right,1165
08-03-2020,response,816
08-03-2020,really,1138
08-03-2020,read,1097
08-03-2020,rate,687
08-03-2020,quarantine,1013
08-03-2020,public,1229
08-03-2020,protect,636
08-03-2020,positive,1221
08-03-2020,Please,800
08-03-2020,patients,694
08-03-2020,paper,1036
08-03-2020,panic,1109
08-03-2020,pandemic,650
08-03-2020,outbreak,1508
08-03-2020,number,913
08-03-2020,news,921
08-03-2020,new,2135
08-03-2020,medical,643
08-03-2020,media,757
08-03-2020,March,599
08-03-2020,latest,1469
08-03-2020,Italy,2555
08-03-2020,information,637
08-03-2020,infected,1026
08-03-2020,home,1213
08-03-2020,help,1193
08-03-2020,health,1974
08-03-2020,Health,759
08-03-2020,hands,1588
08-03-2020,hand,1066
08-03-2020,government,1098
08-03-2020,good,1510
08-03-2020,global,519
08-03-2020,getting,819
08-03-2020,flu,927
08-03-2020,face,512
08-03-2020,deaths,1545
08-03-2020,death,1141
08-03-2020,crisis,713
08-03-2020,country,1177
08-03-2020,countries,834
08-03-2020,confirmed,1492
08-03-2020,China,1696
08-03-2020,cases,4746
08-03-2020,case,1476
08-03-2020,care,1053
08-03-2020,better,702
08-03-2020,best,706
08-03-2020,@realDonaldTrump,2147
09-03-2020,world,1771
09-03-2020,work,1761
09-03-2020,weeks,924
09-03-2020,wash,798
09-03-2020,virus,3420
09-03-2020,US,1810
09-03-2020,UK,1041
09-03-2020,Trump,2768
09-03-2020,travel,1116
09-03-2020,toilet,1047
09-03-2020,today,1478
09-03-2020,time,2397
09-03-2020,thread,1111
09-03-2020,Thanks,1063
09-03-2020,testing,1196
09-03-2020,tested,1332
09-03-2020,test,1223
09-03-2020,stop,1338
09-03-2020,stay,1060
09-03-2020,state,838
09-03-2020,spreading,795
09-03-2020,spread,2495
09-03-2020,sick,1165
09-03-2020,safe,1010
09-03-2020,risk,983
09-03-2020,right,1325
09-03-2020,response,1231
09-03-2020,really,1411
09-03-2020,read,1000
09-03-2020,rate,804
09-03-2020,quarantine,1056
09-03-2020,public,1619
09-03-2020,protect,904
09-03-2020,positive,1478
09-03-2020,Please,1001
09-03-2020,patients,812
09-03-2020,paper,893
09-03-2020,panic,1369
09-03-2020,pandemic,1120
09-03-2020,outbreak,2005
09-03-2020,number,1017
09-03-2020,news,1239
09-03-2020,new,2504
09-03-2020,medical,689
09-03-2020,media,974
09-03-2020,March,809
09-03-2020,latest,1605
09-03-2020,Italy,2468
09-03-2020,information,899
09-03-2020,infected,1145
09-03-2020,home,1587
09-03-2020,help,1717
09-03-2020,health,2392
09-03-2020,Health,986
09-03-2020,hands,1864
09-03-2020,hand,1250
09-03-2020,government,1322
09-03-2020,good,1741
09-03-2020,global,912
09-03-2020,getting,1117
09-03-2020,flu,1463
09-03-2020,face,724
09-03-2020,deaths,1180
09-03-2020,death,856
09-03-2020,crisis,928
09-03-2020,country,1723
09-03-2020,countries,1051
09-03-2020,confirmed,1742
09-03-2020,China,1701
09-03-2020,cases,5120
09-03-2020,case,1459
09-03-2020,care,1168
09-03-2020,better,843
09-03-2020,best,797
